A,B,linkA,linkB,prerequisites,source,domin,language
Poisson regression,Maximum likelihood sequence estimation,https://en.wikipedia.org/wiki/Poisson_regression,https://en.wikipedia.org/wiki/Maximum_likelihood_sequence_estimation,A->B,metacademy,,en
Probit model,Maximum likelihood sequence estimation,https://en.wikipedia.org/wiki/Probit_model,https://en.wikipedia.org/wiki/Maximum_likelihood_sequence_estimation,A->B,metacademy,,en
Binomial regression,Maximum likelihood sequence estimation,https://en.wikipedia.org/wiki/Binomial_regression,https://en.wikipedia.org/wiki/Maximum_likelihood_sequence_estimation,A->B,metacademy,,en
Categorical variable,Logistic regression,https://en.wikipedia.org/wiki/Categorical_variable,https://en.wikipedia.org/wiki/Logistic_regression,A->B,metacademy,,en
Iteratively reweighted least squares,Logistic regression,https://en.wikipedia.org/wiki/Iteratively_reweighted_least_squares,https://en.wikipedia.org/wiki/Logistic_regression,A->B,metacademy,,en
Least squares,Logistic regression,https://en.wikipedia.org/wiki/Least_squares,https://en.wikipedia.org/wiki/Logistic_regression,A->B,metacademy,,en
Linear regression,Logistic regression,https://en.wikipedia.org/wiki/Linear_regression,https://en.wikipedia.org/wiki/Logistic_regression,A->B,metacademy,,en
Logistic regression,Logistic regression,https://en.wikipedia.org/wiki/Logistic_regression,https://en.wikipedia.org/wiki/Logistic_regression,A->B,metacademy,,en
Probit model,Logistic regression,https://en.wikipedia.org/wiki/Probit_model,https://en.wikipedia.org/wiki/Logistic_regression,A->B,metacademy,,en
Probit,Logistic regression,https://en.wikipedia.org/wiki/Probit,https://en.wikipedia.org/wiki/Logistic_regression,A->B,metacademy,,en
Ordered probit,Logistic regression,https://en.wikipedia.org/wiki/Ordered_probit,https://en.wikipedia.org/wiki/Logistic_regression,A->B,metacademy,,en
Predictive analytics,Logistic regression,https://en.wikipedia.org/wiki/Predictive_analytics,https://en.wikipedia.org/wiki/Logistic_regression,A->B,metacademy,,en
Categorical variable,Multinomial logistic regression,https://en.wikipedia.org/wiki/Categorical_variable,https://en.wikipedia.org/wiki/Multinomial_logistic_regression,A->B,metacademy,,en
Iteratively reweighted least squares,Multinomial logistic regression,https://en.wikipedia.org/wiki/Iteratively_reweighted_least_squares,https://en.wikipedia.org/wiki/Multinomial_logistic_regression,A->B,metacademy,,en
Least squares,Multinomial logistic regression,https://en.wikipedia.org/wiki/Least_squares,https://en.wikipedia.org/wiki/Multinomial_logistic_regression,A->B,metacademy,,en
Linear regression,Multinomial logistic regression,https://en.wikipedia.org/wiki/Linear_regression,https://en.wikipedia.org/wiki/Multinomial_logistic_regression,A->B,metacademy,,en
Logistic regression,Multinomial logistic regression,https://en.wikipedia.org/wiki/Logistic_regression,https://en.wikipedia.org/wiki/Multinomial_logistic_regression,A->B,metacademy,,en
Probit model,Multinomial logistic regression,https://en.wikipedia.org/wiki/Probit_model,https://en.wikipedia.org/wiki/Multinomial_logistic_regression,A->B,metacademy,,en
Probit,Multinomial logistic regression,https://en.wikipedia.org/wiki/Probit,https://en.wikipedia.org/wiki/Multinomial_logistic_regression,A->B,metacademy,,en
Ordered probit,Multinomial logistic regression,https://en.wikipedia.org/wiki/Ordered_probit,https://en.wikipedia.org/wiki/Multinomial_logistic_regression,A->B,metacademy,,en
Predictive analytics,Multinomial logistic regression,https://en.wikipedia.org/wiki/Predictive_analytics,https://en.wikipedia.org/wiki/Multinomial_logistic_regression,A->B,metacademy,,en
Categorical variable,Ordered logit,https://en.wikipedia.org/wiki/Categorical_variable,https://en.wikipedia.org/wiki/Ordered_logit,A->B,metacademy,,en
Iteratively reweighted least squares,Ordered logit,https://en.wikipedia.org/wiki/Iteratively_reweighted_least_squares,https://en.wikipedia.org/wiki/Ordered_logit,A->B,metacademy,,en
Least squares,Ordered logit,https://en.wikipedia.org/wiki/Least_squares,https://en.wikipedia.org/wiki/Ordered_logit,A->B,metacademy,,en
Linear regression,Ordered logit,https://en.wikipedia.org/wiki/Linear_regression,https://en.wikipedia.org/wiki/Ordered_logit,A->B,metacademy,,en
Logistic regression,Ordered logit,https://en.wikipedia.org/wiki/Logistic_regression,https://en.wikipedia.org/wiki/Ordered_logit,A->B,metacademy,,en
Probit model,Ordered logit,https://en.wikipedia.org/wiki/Probit_model,https://en.wikipedia.org/wiki/Ordered_logit,A->B,metacademy,,en
Probit,Ordered logit,https://en.wikipedia.org/wiki/Probit,https://en.wikipedia.org/wiki/Ordered_logit,A->B,metacademy,,en
Ordered probit,Ordered logit,https://en.wikipedia.org/wiki/Ordered_probit,https://en.wikipedia.org/wiki/Ordered_logit,A->B,metacademy,,en
Predictive analytics,Ordered logit,https://en.wikipedia.org/wiki/Predictive_analytics,https://en.wikipedia.org/wiki/Ordered_logit,A->B,metacademy,,en
Categorical variable,Logit,https://en.wikipedia.org/wiki/Categorical_variable,https://en.wikipedia.org/wiki/Logit,A->B,metacademy,,en
Iteratively reweighted least squares,Logit,https://en.wikipedia.org/wiki/Iteratively_reweighted_least_squares,https://en.wikipedia.org/wiki/Logit,A->B,metacademy,,en
Least squares,Logit,https://en.wikipedia.org/wiki/Least_squares,https://en.wikipedia.org/wiki/Logit,A->B,metacademy,,en
Linear regression,Logit,https://en.wikipedia.org/wiki/Linear_regression,https://en.wikipedia.org/wiki/Logit,A->B,metacademy,,en
Logistic regression,Logit,https://en.wikipedia.org/wiki/Logistic_regression,https://en.wikipedia.org/wiki/Logit,A->B,metacademy,,en
Probit model,Logit,https://en.wikipedia.org/wiki/Probit_model,https://en.wikipedia.org/wiki/Logit,A->B,metacademy,,en
Probit,Logit,https://en.wikipedia.org/wiki/Probit,https://en.wikipedia.org/wiki/Logit,A->B,metacademy,,en
Ordered probit,Logit,https://en.wikipedia.org/wiki/Ordered_probit,https://en.wikipedia.org/wiki/Logit,A->B,metacademy,,en
Predictive analytics,Logit,https://en.wikipedia.org/wiki/Predictive_analytics,https://en.wikipedia.org/wiki/Logit,A->B,metacademy,,en
Differential entropy,Variance,https://en.wikipedia.org/wiki/Differential_entropy,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Entropy estimation,Variance,https://en.wikipedia.org/wiki/Entropy_estimation,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Negentropy,Variance,https://en.wikipedia.org/wiki/Negentropy,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Volume entropy,Variance,https://en.wikipedia.org/wiki/Volume_entropy,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Method of moments (statistics),Variance,https://en.wikipedia.org/wiki/Method_of_moments_(statistics),https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Random forest,Variance,https://en.wikipedia.org/wiki/Random_forest,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Conditioning (probability),Variance,https://en.wikipedia.org/wiki/Conditioning_(probability),https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Entropy,Variance,https://en.wikipedia.org/wiki/Entropy,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Entropy (energy dispersal),Variance,https://en.wikipedia.org/wiki/Entropy_(energy_dispersal),https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Entropy (order and disorder),Variance,https://en.wikipedia.org/wiki/Entropy_(order_and_disorder),https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Entropy of mixing,Variance,https://en.wikipedia.org/wiki/Entropy_of_mixing,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Exponential family,Variance,https://en.wikipedia.org/wiki/Exponential_family,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Natural exponential family,Variance,https://en.wikipedia.org/wiki/Natural_exponential_family,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Exponential distribution,Variance,https://en.wikipedia.org/wiki/Exponential_distribution,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Exponential smoothing,Variance,https://en.wikipedia.org/wiki/Exponential_smoothing,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Beta distribution,Variance,https://en.wikipedia.org/wiki/Beta_distribution,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Noncentral beta distribution,Variance,https://en.wikipedia.org/wiki/Noncentral_beta_distribution,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Beta prime distribution,Variance,https://en.wikipedia.org/wiki/Beta_prime_distribution,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
F-distribution,Variance,https://en.wikipedia.org/wiki/F-distribution,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Quicksort,Variance,https://en.wikipedia.org/wiki/Quicksort,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Sorting algorithm,Variance,https://en.wikipedia.org/wiki/Sorting_algorithm,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Merge sort,Variance,https://en.wikipedia.org/wiki/Merge_sort,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Law of large numbers,Variance,https://en.wikipedia.org/wiki/Law_of_large_numbers,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Women in government,Variance,https://en.wikipedia.org/wiki/Women_in_government,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Insurance,Variance,https://en.wikipedia.org/wiki/Insurance,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
F-test of equality of variances,Variance,https://en.wikipedia.org/wiki/F-test_of_equality_of_variances,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Student's t-test,Variance,https://en.wikipedia.org/wiki/Student%27s_t-test,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Location test,Variance,https://en.wikipedia.org/wiki/Location_test,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Z-test,Variance,https://en.wikipedia.org/wiki/Z-test,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Covariance,Variance,https://en.wikipedia.org/wiki/Covariance,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Covariance matrix,Variance,https://en.wikipedia.org/wiki/Covariance_matrix,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Covariance function,Variance,https://en.wikipedia.org/wiki/Covariance_function,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Covariance and correlation,Variance,https://en.wikipedia.org/wiki/Covariance_and_correlation,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Variance,Variance,https://en.wikipedia.org/wiki/Variance,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Angola,Variance,https://en.wikipedia.org/wiki/Angola,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Law of large numbers,Variance,https://en.wikipedia.org/wiki/Law_of_large_numbers,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Gamma distribution,Variance,https://en.wikipedia.org/wiki/Gamma_distribution,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Erlang distribution,Variance,https://en.wikipedia.org/wiki/Erlang_distribution,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Inverse-gamma distribution,Variance,https://en.wikipedia.org/wiki/Inverse-gamma_distribution,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Normal-gamma distribution,Variance,https://en.wikipedia.org/wiki/Normal-gamma_distribution,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Bootstrapping,Variance,https://en.wikipedia.org/wiki/Bootstrapping,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Heavy-tailed distribution,Variance,https://en.wikipedia.org/wiki/Heavy-tailed_distribution,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Phase-type distribution,Variance,https://en.wikipedia.org/wiki/Phase-type_distribution,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Expectiminimax tree,Variance,https://en.wikipedia.org/wiki/Expectiminimax,https://en.wikipedia.org/wiki/Variance,A->B,metacademy,,en
Differential entropy,Covariance,https://en.wikipedia.org/wiki/Differential_entropy,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Entropy estimation,Covariance,https://en.wikipedia.org/wiki/Entropy_estimation,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Negentropy,Covariance,https://en.wikipedia.org/wiki/Negentropy,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Volume entropy,Covariance,https://en.wikipedia.org/wiki/Volume_entropy,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Method of moments (statistics),Covariance,https://en.wikipedia.org/wiki/Method_of_moments_(statistics),https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Random forest,Covariance,https://en.wikipedia.org/wiki/Random_forest,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Conditioning (probability),Covariance,https://en.wikipedia.org/wiki/Conditioning_(probability),https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Entropy,Covariance,https://en.wikipedia.org/wiki/Entropy,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Entropy (energy dispersal),Covariance,https://en.wikipedia.org/wiki/Entropy_(energy_dispersal),https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Entropy (order and disorder),Covariance,https://en.wikipedia.org/wiki/Entropy_(order_and_disorder),https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Entropy of mixing,Covariance,https://en.wikipedia.org/wiki/Entropy_of_mixing,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Exponential family,Covariance,https://en.wikipedia.org/wiki/Exponential_family,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Natural exponential family,Covariance,https://en.wikipedia.org/wiki/Natural_exponential_family,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Exponential distribution,Covariance,https://en.wikipedia.org/wiki/Exponential_distribution,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Exponential smoothing,Covariance,https://en.wikipedia.org/wiki/Exponential_smoothing,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Beta distribution,Covariance,https://en.wikipedia.org/wiki/Beta_distribution,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Noncentral beta distribution,Covariance,https://en.wikipedia.org/wiki/Noncentral_beta_distribution,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Beta prime distribution,Covariance,https://en.wikipedia.org/wiki/Beta_prime_distribution,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
F-distribution,Covariance,https://en.wikipedia.org/wiki/F-distribution,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Quicksort,Covariance,https://en.wikipedia.org/wiki/Quicksort,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Sorting algorithm,Covariance,https://en.wikipedia.org/wiki/Sorting_algorithm,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Merge sort,Covariance,https://en.wikipedia.org/wiki/Merge_sort,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Law of large numbers,Covariance,https://en.wikipedia.org/wiki/Law_of_large_numbers,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Women in government,Covariance,https://en.wikipedia.org/wiki/Women_in_government,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Insurance,Covariance,https://en.wikipedia.org/wiki/Insurance,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
F-test of equality of variances,Covariance,https://en.wikipedia.org/wiki/F-test_of_equality_of_variances,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Student's t-test,Covariance,https://en.wikipedia.org/wiki/Student%27s_t-test,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Location test,Covariance,https://en.wikipedia.org/wiki/Location_test,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Z-test,Covariance,https://en.wikipedia.org/wiki/Z-test,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Covariance,Covariance,https://en.wikipedia.org/wiki/Covariance,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Covariance matrix,Covariance,https://en.wikipedia.org/wiki/Covariance_matrix,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Covariance function,Covariance,https://en.wikipedia.org/wiki/Covariance_function,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Covariance and correlation,Covariance,https://en.wikipedia.org/wiki/Covariance_and_correlation,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Variance,Covariance,https://en.wikipedia.org/wiki/Variance,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Angola,Covariance,https://en.wikipedia.org/wiki/Angola,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Law of large numbers,Covariance,https://en.wikipedia.org/wiki/Law_of_large_numbers,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Gamma distribution,Covariance,https://en.wikipedia.org/wiki/Gamma_distribution,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Erlang distribution,Covariance,https://en.wikipedia.org/wiki/Erlang_distribution,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Inverse-gamma distribution,Covariance,https://en.wikipedia.org/wiki/Inverse-gamma_distribution,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Normal-gamma distribution,Covariance,https://en.wikipedia.org/wiki/Normal-gamma_distribution,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Bootstrapping,Covariance,https://en.wikipedia.org/wiki/Bootstrapping,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Heavy-tailed distribution,Covariance,https://en.wikipedia.org/wiki/Heavy-tailed_distribution,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Phase-type distribution,Covariance,https://en.wikipedia.org/wiki/Phase-type_distribution,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Expectiminimax tree,Covariance,https://en.wikipedia.org/wiki/Expectiminimax,https://en.wikipedia.org/wiki/Covariance,A->B,metacademy,,en
Differential entropy,Standard deviation,https://en.wikipedia.org/wiki/Differential_entropy,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Entropy estimation,Standard deviation,https://en.wikipedia.org/wiki/Entropy_estimation,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Negentropy,Standard deviation,https://en.wikipedia.org/wiki/Negentropy,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Volume entropy,Standard deviation,https://en.wikipedia.org/wiki/Volume_entropy,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Method of moments (statistics),Standard deviation,https://en.wikipedia.org/wiki/Method_of_moments_(statistics),https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Random forest,Standard deviation,https://en.wikipedia.org/wiki/Random_forest,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Conditioning (probability),Standard deviation,https://en.wikipedia.org/wiki/Conditioning_(probability),https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Entropy,Standard deviation,https://en.wikipedia.org/wiki/Entropy,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Entropy (energy dispersal),Standard deviation,https://en.wikipedia.org/wiki/Entropy_(energy_dispersal),https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Entropy (order and disorder),Standard deviation,https://en.wikipedia.org/wiki/Entropy_(order_and_disorder),https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Entropy of mixing,Standard deviation,https://en.wikipedia.org/wiki/Entropy_of_mixing,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Exponential family,Standard deviation,https://en.wikipedia.org/wiki/Exponential_family,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Natural exponential family,Standard deviation,https://en.wikipedia.org/wiki/Natural_exponential_family,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Exponential distribution,Standard deviation,https://en.wikipedia.org/wiki/Exponential_distribution,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Exponential smoothing,Standard deviation,https://en.wikipedia.org/wiki/Exponential_smoothing,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Beta distribution,Standard deviation,https://en.wikipedia.org/wiki/Beta_distribution,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Noncentral beta distribution,Standard deviation,https://en.wikipedia.org/wiki/Noncentral_beta_distribution,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Beta prime distribution,Standard deviation,https://en.wikipedia.org/wiki/Beta_prime_distribution,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
F-distribution,Standard deviation,https://en.wikipedia.org/wiki/F-distribution,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Quicksort,Standard deviation,https://en.wikipedia.org/wiki/Quicksort,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Sorting algorithm,Standard deviation,https://en.wikipedia.org/wiki/Sorting_algorithm,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Merge sort,Standard deviation,https://en.wikipedia.org/wiki/Merge_sort,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Law of large numbers,Standard deviation,https://en.wikipedia.org/wiki/Law_of_large_numbers,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Women in government,Standard deviation,https://en.wikipedia.org/wiki/Women_in_government,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Insurance,Standard deviation,https://en.wikipedia.org/wiki/Insurance,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
F-test of equality of variances,Standard deviation,https://en.wikipedia.org/wiki/F-test_of_equality_of_variances,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Student's t-test,Standard deviation,https://en.wikipedia.org/wiki/Student%27s_t-test,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Location test,Standard deviation,https://en.wikipedia.org/wiki/Location_test,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Z-test,Standard deviation,https://en.wikipedia.org/wiki/Z-test,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Covariance,Standard deviation,https://en.wikipedia.org/wiki/Covariance,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Covariance matrix,Standard deviation,https://en.wikipedia.org/wiki/Covariance_matrix,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Covariance function,Standard deviation,https://en.wikipedia.org/wiki/Covariance_function,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Covariance and correlation,Standard deviation,https://en.wikipedia.org/wiki/Covariance_and_correlation,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Variance,Standard deviation,https://en.wikipedia.org/wiki/Variance,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Angola,Standard deviation,https://en.wikipedia.org/wiki/Angola,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Law of large numbers,Standard deviation,https://en.wikipedia.org/wiki/Law_of_large_numbers,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Gamma distribution,Standard deviation,https://en.wikipedia.org/wiki/Gamma_distribution,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Erlang distribution,Standard deviation,https://en.wikipedia.org/wiki/Erlang_distribution,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Inverse-gamma distribution,Standard deviation,https://en.wikipedia.org/wiki/Inverse-gamma_distribution,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Normal-gamma distribution,Standard deviation,https://en.wikipedia.org/wiki/Normal-gamma_distribution,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Bootstrapping,Standard deviation,https://en.wikipedia.org/wiki/Bootstrapping,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Heavy-tailed distribution,Standard deviation,https://en.wikipedia.org/wiki/Heavy-tailed_distribution,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Phase-type distribution,Standard deviation,https://en.wikipedia.org/wiki/Phase-type_distribution,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Expectiminimax tree,Standard deviation,https://en.wikipedia.org/wiki/Expectiminimax,https://en.wikipedia.org/wiki/Standard_deviation,A->B,metacademy,,en
Support vector machine,Evaluation of binary classifiers,https://en.wikipedia.org/wiki/Support-vector_machine,https://en.wikipedia.org/wiki/Evaluation_of_binary_classifiers,A->B,metacademy,,en
Logistic regression,Evaluation of binary classifiers,https://en.wikipedia.org/wiki/Logistic_regression,https://en.wikipedia.org/wiki/Evaluation_of_binary_classifiers,A->B,metacademy,,en
Multinomial logistic regression,Evaluation of binary classifiers,https://en.wikipedia.org/wiki/Multinomial_logistic_regression,https://en.wikipedia.org/wiki/Evaluation_of_binary_classifiers,A->B,metacademy,,en
Ordered logit,Evaluation of binary classifiers,https://en.wikipedia.org/wiki/Ordered_logit,https://en.wikipedia.org/wiki/Evaluation_of_binary_classifiers,A->B,metacademy,,en
Logit,Evaluation of binary classifiers,https://en.wikipedia.org/wiki/Logit,https://en.wikipedia.org/wiki/Evaluation_of_binary_classifiers,A->B,metacademy,,en
Perceptron,Evaluation of binary classifiers,https://en.wikipedia.org/wiki/Perceptron,https://en.wikipedia.org/wiki/Evaluation_of_binary_classifiers,A->B,metacademy,,en
Kernel perceptron,Evaluation of binary classifiers,https://en.wikipedia.org/wiki/Kernel_perceptron,https://en.wikipedia.org/wiki/Evaluation_of_binary_classifiers,A->B,metacademy,,en
Probit model,Evaluation of binary classifiers,https://en.wikipedia.org/wiki/Probit_model,https://en.wikipedia.org/wiki/Evaluation_of_binary_classifiers,A->B,metacademy,,en
Probit,Evaluation of binary classifiers,https://en.wikipedia.org/wiki/Probit,https://en.wikipedia.org/wiki/Evaluation_of_binary_classifiers,A->B,metacademy,,en
Ordered probit,Evaluation of binary classifiers,https://en.wikipedia.org/wiki/Ordered_probit,https://en.wikipedia.org/wiki/Evaluation_of_binary_classifiers,A->B,metacademy,,en
Predictive analytics,Evaluation of binary classifiers,https://en.wikipedia.org/wiki/Predictive_analytics,https://en.wikipedia.org/wiki/Evaluation_of_binary_classifiers,A->B,metacademy,,en
Class invariant,Abstract data type,https://en.wikipedia.org/wiki/Class_invariant,https://en.wikipedia.org/wiki/Abstract_data_type,A->B,metacademy,,en
Invariants of tensors,Abstract data type,https://en.wikipedia.org/wiki/Invariants_of_tensors,https://en.wikipedia.org/wiki/Abstract_data_type,A->B,metacademy,,en
Class invariant,Stack (abstract data type),https://en.wikipedia.org/wiki/Class_invariant,https://en.wikipedia.org/wiki/Stack_(abstract_data_type),A->B,metacademy,,en
Invariants of tensors,Stack (abstract data type),https://en.wikipedia.org/wiki/Invariants_of_tensors,https://en.wikipedia.org/wiki/Stack_(abstract_data_type),A->B,metacademy,,en
Class invariant,Data type,https://en.wikipedia.org/wiki/Class_invariant,https://en.wikipedia.org/wiki/Data_type,A->B,metacademy,,en
Invariants of tensors,Data type,https://en.wikipedia.org/wiki/Invariants_of_tensors,https://en.wikipedia.org/wiki/Data_type,A->B,metacademy,,en
Class invariant,Set (abstract data type),https://en.wikipedia.org/wiki/Class_invariant,https://en.wikipedia.org/wiki/Set_(abstract_data_type),A->B,metacademy,,en
