A,B,linkA,linkB,prerequisites,source,domin,language
United States,United Nations Framework Convention on Climate Change,https://en.wikipedia.org/wiki/United_States,https://en.wikipedia.org/wiki/United_Nations_Framework_Convention_on_Climate_Change,A->B,CMU,Global Warming,en
Yvo de Boer,United Nations Framework Convention on Climate Change,https://en.wikipedia.org/wiki/Yvo_de_Boer,https://en.wikipedia.org/wiki/United_Nations_Framework_Convention_on_Climate_Change,A->B,CMU,Global Warming,en
Alexander Bedritsky,World Meteorological Organization,https://en.wikipedia.org/wiki/Alexander_Bedritsky,https://en.wikipedia.org/wiki/World_Meteorological_Organization,A->B,CMU,Global Warming,en
BUFR,World Meteorological Organization,https://en.wikipedia.org/wiki/BUFR,https://en.wikipedia.org/wiki/World_Meteorological_Organization,A->B,CMU,Global Warming,en
Geophysics,World Meteorological Organization,https://en.wikipedia.org/wiki/Geophysics,https://en.wikipedia.org/wiki/World_Meteorological_Organization,A->B,CMU,Global Warming,en
Hydrology,World Meteorological Organization,https://en.wikipedia.org/wiki/Hydrology,https://en.wikipedia.org/wiki/World_Meteorological_Organization,A->B,CMU,Global Warming,en
Intergovernmental organization,World Meteorological Organization,https://en.wikipedia.org/wiki/Intergovernmental_organization,https://en.wikipedia.org/wiki/World_Meteorological_Organization,A->B,CMU,Global Warming,en
Intergovernmental Panel on Climate Change,World Meteorological Organization,https://en.wikipedia.org/wiki/Intergovernmental_Panel_on_Climate_Change,https://en.wikipedia.org/wiki/World_Meteorological_Organization,A->B,CMU,Global Warming,en
List of states with limited recognition,World Meteorological Organization,https://en.wikipedia.org/wiki/List_of_states_with_limited_recognition,https://en.wikipedia.org/wiki/World_Meteorological_Organization,A->B,CMU,Global Warming,en
Nauru,World Meteorological Organization,https://en.wikipedia.org/wiki/Nauru,https://en.wikipedia.org/wiki/World_Meteorological_Organization,A->B,CMU,Global Warming,en
Palau,World Meteorological Organization,https://en.wikipedia.org/wiki/Palau,https://en.wikipedia.org/wiki/World_Meteorological_Organization,A->B,CMU,Global Warming,en
SYNOP,World Meteorological Organization,https://en.wikipedia.org/wiki/SYNOP,https://en.wikipedia.org/wiki/World_Meteorological_Organization,A->B,CMU,Global Warming,en
United Nations Development Group,World Meteorological Organization,https://en.wikipedia.org/wiki/United_Nations_Sustainable_Development_Group,https://en.wikipedia.org/wiki/World_Meteorological_Organization,A->B,CMU,Global Warming,en
Weather,World Meteorological Organization,https://en.wikipedia.org/wiki/Weather,https://en.wikipedia.org/wiki/World_Meteorological_Organization,A->B,CMU,Global Warming,en
Cellular model,Cell cycle,https://en.wikipedia.org/wiki/Cellular_model,https://en.wikipedia.org/wiki/Cell_cycle,A->B,CMU,Meiosis,en
Cyclin-dependent kinase complex,Cell cycle,https://en.wikipedia.org/wiki/Cyclin-dependent_kinase_complex,https://en.wikipedia.org/wiki/Cell_cycle,A->B,CMU,Meiosis,en
Cytokinesis,Cell cycle,https://en.wikipedia.org/wiki/Cytokinesis,https://en.wikipedia.org/wiki/Cell_cycle,A->B,CMU,Meiosis,en
Eukaryote,Cell cycle,https://en.wikipedia.org/wiki/Eukaryote,https://en.wikipedia.org/wiki/Cell_cycle,A->B,CMU,Meiosis,en
Leland H. Hartwell,Cell cycle,https://en.wikipedia.org/wiki/Leland_H._Hartwell,https://en.wikipedia.org/wiki/Cell_cycle,A->B,CMU,Meiosis,en
Metaphase,Cell cycle,https://en.wikipedia.org/wiki/Metaphase,https://en.wikipedia.org/wiki/Cell_cycle,A->B,CMU,Meiosis,en
Midblastula,Cell cycle,https://en.wikipedia.org/wiki/Midblastula,https://en.wikipedia.org/wiki/Cell_cycle,A->B,CMU,Meiosis,en
Ploidy,Cell cycle,https://en.wikipedia.org/wiki/Ploidy,https://en.wikipedia.org/wiki/Cell_cycle,A->B,CMU,Meiosis,en
Retinoblastoma protein,Cell cycle,https://en.wikipedia.org/wiki/Retinoblastoma_protein,https://en.wikipedia.org/wiki/Cell_cycle,A->B,CMU,Meiosis,en
Thymidine kinase,Cell cycle,https://en.wikipedia.org/wiki/Thymidine_kinase,https://en.wikipedia.org/wiki/Cell_cycle,A->B,CMU,Meiosis,en
Anti-nuclear antibody,Centromere,https://en.wikipedia.org/wiki/Anti-nuclear_antibody,https://en.wikipedia.org/wiki/Centromere,A->B,CMU,Meiosis,en
Caenorhabditis elegans,Centromere,https://en.wikipedia.org/wiki/Caenorhabditis_elegans,https://en.wikipedia.org/wiki/Centromere,A->B,CMU,Meiosis,en
Chromosome,Centromere,https://en.wikipedia.org/wiki/Chromosome,https://en.wikipedia.org/wiki/Centromere,A->B,CMU,Meiosis,en
Chromosome_3,Centromere,https://en.wikipedia.org/wiki/Chromosome_3,https://en.wikipedia.org/wiki/Centromere,A->B,CMU,Meiosis,en
Conspecificity,Centromere,https://en.wikipedia.org/wiki/Biological_specificity,https://en.wikipedia.org/wiki/Centromere,A->B,CMU,Meiosis,en
DNA,Centromere,https://en.wikipedia.org/wiki/DNA,https://en.wikipedia.org/wiki/Centromere,A->B,CMU,Meiosis,en
Genetics,Centromere,https://en.wikipedia.org/wiki/Genetics,https://en.wikipedia.org/wiki/Centromere,A->B,CMU,Meiosis,en
Kinetochore,Centromere,https://en.wikipedia.org/wiki/Kinetochore,https://en.wikipedia.org/wiki/Centromere,A->B,CMU,Meiosis,en
RNA interference,Centromere,https://en.wikipedia.org/wiki/RNA_interference,https://en.wikipedia.org/wiki/Centromere,A->B,CMU,Meiosis,en
Robertsonian translocation,Centromere,https://en.wikipedia.org/wiki/Robertsonian_translocation,https://en.wikipedia.org/wiki/Centromere,A->B,CMU,Meiosis,en
Schizosaccharomyces pombe,Centromere,https://en.wikipedia.org/wiki/Schizosaccharomyces_pombe,https://en.wikipedia.org/wiki/Centromere,A->B,CMU,Meiosis,en
Sister chromatids,Centromere,https://en.wikipedia.org/wiki/Sister_chromatids,https://en.wikipedia.org/wiki/Centromere,A->B,CMU,Meiosis,en
Amorphous solid,Centrosome,https://en.wikipedia.org/wiki/Amorphous_solid,https://en.wikipedia.org/wiki/Centrosome,A->B,CMU,Meiosis,en
Astral microtubules,Centrosome,https://en.wikipedia.org/wiki/Aster_(cell_biology),https://en.wikipedia.org/wiki/Centrosome,A->B,CMU,Meiosis,en
Centrin,Centrosome,https://en.wikipedia.org/wiki/Centrin,https://en.wikipedia.org/wiki/Centrosome,A->B,CMU,Meiosis,en
Centriole,Centrosome,https://en.wikipedia.org/wiki/Centriole,https://en.wikipedia.org/wiki/Centrosome,A->B,CMU,Meiosis,en
Cyclin-dependent_kinase,Centrosome,https://en.wikipedia.org/wiki/Cyclin-dependent_kinase,https://en.wikipedia.org/wiki/Centrosome,A->B,CMU,Meiosis,en
Eukaryote,Centrosome,https://en.wikipedia.org/wiki/Eukaryote,https://en.wikipedia.org/wiki/Centrosome,None,CMU,Meiosis,en
Flagellum,Centrosome,https://en.wikipedia.org/wiki/Flagellum,https://en.wikipedia.org/wiki/Centrosome,A->B,CMU,Meiosis,en
Giardia lamblia,Centrosome,https://en.wikipedia.org/wiki/Giardia_duodenalis,https://en.wikipedia.org/wiki/Centrosome,A->B,CMU,Meiosis,en
Golgi apparatus,Centrosome,https://en.wikipedia.org/wiki/Golgi_apparatus,https://en.wikipedia.org/wiki/Centrosome,A->B,CMU,Meiosis,en
Mitochondrion,Centrosome,https://en.wikipedia.org/wiki/Mitochondrion,https://en.wikipedia.org/wiki/Centrosome,A->B,CMU,Meiosis,en
Ninein,Centrosome,https://en.wikipedia.org/wiki/Ninein,https://en.wikipedia.org/wiki/Centrosome,A->B,CMU,Meiosis,en
Nuclear envelope,Centrosome,https://en.wikipedia.org/wiki/Nuclear_envelope,https://en.wikipedia.org/wiki/Centrosome,A->B,CMU,Meiosis,en
Ribosome,Centrosome,https://en.wikipedia.org/wiki/Ribosome,https://en.wikipedia.org/wiki/Centrosome,A->B,CMU,Meiosis,en
RNA polymerase,Centrosome,https://en.wikipedia.org/wiki/RNA_polymerase,https://en.wikipedia.org/wiki/Centrosome,A->B,CMU,Meiosis,en
Vesicle (biology and chemistry),Centrosome,https://en.wikipedia.org/wiki/Vesicle_(biology_and_chemistry),https://en.wikipedia.org/wiki/Centrosome,A->B,CMU,Meiosis,en
Zygote,Centrosome,https://en.wikipedia.org/wiki/Zygote,https://en.wikipedia.org/wiki/Centrosome,A->B,CMU,Meiosis,en
Belgium,Chiasma (genetics),https://en.wikipedia.org/wiki/Belgium,https://en.wikipedia.org/wiki/Chiasma_(genetics),A->B,CMU,Meiosis,en
Catholic University of Leuven,Chiasma (genetics),https://en.wikipedia.org/wiki/University_of_Leuven,https://en.wikipedia.org/wiki/Chiasma_(genetics),A->B,CMU,Meiosis,en
Chromatid,Chiasma (genetics),https://en.wikipedia.org/wiki/Chromatid,https://en.wikipedia.org/wiki/Chiasma_(genetics),A->B,CMU,Meiosis,en
Chromosomal crossover,Chiasma (genetics),https://en.wikipedia.org/wiki/Chromosomal_crossover,https://en.wikipedia.org/wiki/Chiasma_(genetics),A->B,CMU,Meiosis,en
Frans Alfons Janssens,Chiasma (genetics),https://en.wikipedia.org/wiki/Frans_Alfons_Janssens,https://en.wikipedia.org/wiki/Chiasma_(genetics),A->B,CMU,Meiosis,en
Genetics,Chiasma (genetics),https://en.wikipedia.org/wiki/Genetics,https://en.wikipedia.org/wiki/Chiasma_(genetics),A->B,CMU,Meiosis,en
Meiosis,Chiasma (genetics),https://en.wikipedia.org/wiki/Meiosis,https://en.wikipedia.org/wiki/Chiasma_(genetics),A->B,CMU,Meiosis,en
Cell division,Chromatid,https://en.wikipedia.org/wiki/Cell_division,https://en.wikipedia.org/wiki/Chromatid,A->B,CMU,Meiosis,en
Chromosome,Chromatid,https://en.wikipedia.org/wiki/Chromosome,https://en.wikipedia.org/wiki/Chromatid,A->B,CMU,Meiosis,en
DNA replication,Chromatid,https://en.wikipedia.org/wiki/DNA_replication,https://en.wikipedia.org/wiki/Chromatid,A->B,CMU,Meiosis,en
Homologous chromosome,Chromatid,https://en.wikipedia.org/wiki/Homologous_chromosome,https://en.wikipedia.org/wiki/Chromatid,A->B,CMU,Meiosis,en
Meiosis,Chromatid,https://en.wikipedia.org/wiki/Meiosis,https://en.wikipedia.org/wiki/Chromatid,A->B,CMU,Meiosis,en
Ploidy,Chromatid,https://en.wikipedia.org/wiki/Ploidy,https://en.wikipedia.org/wiki/Chromatid,A->B,CMU,Meiosis,en
Sister chromatids,Chromatid,https://en.wikipedia.org/wiki/Sister_chromatids,https://en.wikipedia.org/wiki/Chromatid,A->B,CMU,Meiosis,en
Allele,Chromosomal crossover,https://en.wikipedia.org/wiki/Allele,https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Cell (biology),Chromosomal crossover,https://en.wikipedia.org/wiki/Cell_(biology),https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Chiasma (genetics),Chromosomal crossover,https://en.wikipedia.org/wiki/Chiasma_(genetics),https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Chromatid,Chromosomal crossover,https://en.wikipedia.org/wiki/Chromatid,https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Chromosomal inversion,Chromosomal crossover,https://en.wikipedia.org/wiki/Chromosomal_inversion,https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Chromosome,Chromosomal crossover,https://en.wikipedia.org/wiki/Chromosome,https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Coefficient of coincidence,Chromosomal crossover,https://en.wikipedia.org/wiki/Coefficient_of_coincidence,https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Deletion (genetics),Chromosomal crossover,https://en.wikipedia.org/wiki/Deletion_(genetics),https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Drosophila,Chromosomal crossover,https://en.wikipedia.org/wiki/Drosophila,https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Eukaryote,Chromosomal crossover,https://en.wikipedia.org/wiki/Eukaryote,https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Gene duplication,Chromosomal crossover,https://en.wikipedia.org/wiki/Gene_duplication,https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Genetic linkage,Chromosomal crossover,https://en.wikipedia.org/wiki/Genetic_linkage,https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Genetic recombination,Chromosomal crossover,https://en.wikipedia.org/wiki/Genetic_recombination,https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Holliday junction,Chromosomal crossover,https://en.wikipedia.org/wiki/Holliday_junction,https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Linkage disequilibrium,Chromosomal crossover,https://en.wikipedia.org/wiki/Linkage_disequilibrium,https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Meiosis,Chromosomal crossover,https://en.wikipedia.org/wiki/Meiosis,https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Mendelian inheritance,Chromosomal crossover,https://en.wikipedia.org/wiki/Mendelian_inheritance,https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Mitotic crossover,Chromosomal crossover,https://en.wikipedia.org/wiki/Mitotic_recombination,https://en.wikipedia.org/wiki/Chromosomal_crossover,None,CMU,Meiosis,en
Nucleic acid sequence,Chromosomal crossover,https://en.wikipedia.org/wiki/Nucleic_acid_sequence,https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Synapsis,Chromosomal crossover,https://en.wikipedia.org/wiki/Synapsis,https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Synaptonemal complex,Chromosomal crossover,https://en.wikipedia.org/wiki/Synaptonemal_complex,https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Tetrahedron,Chromosomal crossover,https://en.wikipedia.org/wiki/Tetrahedron,https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Thomas Hunt Morgan,Chromosomal crossover,https://en.wikipedia.org/wiki/Thomas_Hunt_Morgan,https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Zygote,Chromosomal crossover,https://en.wikipedia.org/wiki/Zygote,https://en.wikipedia.org/wiki/Chromosomal_crossover,A->B,CMU,Meiosis,en
Base pair,Chromosome,https://en.wikipedia.org/wiki/Base_pair,https://en.wikipedia.org/wiki/Chromosome,A->B,CMU,Meiosis,en
Chimpanzee,Chromosome,https://en.wikipedia.org/wiki/Chimpanzee,https://en.wikipedia.org/wiki/Chromosome,A->B,CMU,Meiosis,en
Chloroplast,Chromosome,https://en.wikipedia.org/wiki/Chloroplast,https://en.wikipedia.org/wiki/Chromosome,A->B,CMU,Meiosis,en
Durum,Chromosome,https://en.wikipedia.org/wiki/Durum,https://en.wikipedia.org/wiki/Chromosome,A->B,CMU,Meiosis,en
Epulopiscium fishelsoni,Chromosome,https://en.wikipedia.org/wiki/Epulopiscium,https://en.wikipedia.org/wiki/Chromosome,A->B,CMU,Meiosis,en
Euchromatin,Chromosome,https://en.wikipedia.org/wiki/Euchromatin,https://en.wikipedia.org/wiki/Chromosome,A->B,CMU,Meiosis,en
Gamete,Chromosome,https://en.wikipedia.org/wiki/Gamete,https://en.wikipedia.org/wiki/Chromosome,A->B,CMU,Meiosis,en
Genus,Chromosome,https://en.wikipedia.org/wiki/Genus,https://en.wikipedia.org/wiki/Chromosome,A->B,CMU,Meiosis,en
Histone,Chromosome,https://en.wikipedia.org/wiki/Histone,https://en.wikipedia.org/wiki/Chromosome,A->B,CMU,Meiosis,en
Lampbrush chromosome,Chromosome,https://en.wikipedia.org/wiki/Lampbrush_chromosome,https://en.wikipedia.org/wiki/Chromosome,A->B,CMU,Meiosis,en
Mitochondrion,Chromosome,https://en.wikipedia.org/wiki/Mitochondrion,https://en.wikipedia.org/wiki/Chromosome,A->B,CMU,Meiosis,en
Patau syndrome,Chromosome,https://en.wikipedia.org/wiki/Patau_syndrome,https://en.wikipedia.org/wiki/Chromosome,A->B,CMU,Meiosis,en
Polyploid,Chromosome,https://en.wikipedia.org/wiki/Polyploidy,https://en.wikipedia.org/wiki/Chromosome,A->B,CMU,Meiosis,en
Sex-determination system,Chromosome,https://en.wikipedia.org/wiki/Sex-determination_system,https://en.wikipedia.org/wiki/Chromosome,A->B,CMU,Meiosis,en
Spirochaete,Chromosome,https://en.wikipedia.org/wiki/Spirochaete,https://en.wikipedia.org/wiki/Chromosome,A->B,CMU,Meiosis,en
Wilhelm Roux,Chromosome,https://en.wikipedia.org/wiki/Wilhelm_Roux,https://en.wikipedia.org/wiki/Chromosome,A->B,CMU,Meiosis,en
XY_sex-determination_system,Chromosome,https://en.wikipedia.org/wiki/XY_sex-determination_system,https://en.wikipedia.org/wiki/Chromosome,A->B,CMU,Meiosis,en
Cytoplasmic polyadenylation element,Dictyate,https://en.wikipedia.org/wiki/Cytoplasmic_polyadenylation_element,https://en.wikipedia.org/wiki/Dictyate,A->B,CMU,Meiosis,en
Embryo,Dictyate,https://en.wikipedia.org/wiki/Embryo,https://en.wikipedia.org/wiki/Dictyate,A->B,CMU,Meiosis,en
Immature ovum,Dictyate,https://en.wikipedia.org/wiki/Immature_ovum,https://en.wikipedia.org/wiki/Dictyate,A->B,CMU,Meiosis,en
Messenger RNA,Dictyate,https://en.wikipedia.org/wiki/Messenger_RNA,https://en.wikipedia.org/wiki/Dictyate,A->B,CMU,Meiosis,en
Oocyte,Dictyate,https://en.wikipedia.org/wiki/Oocyte,https://en.wikipedia.org/wiki/Dictyate,A->B,CMU,Meiosis,en
Oogenesis,Dictyate,https://en.wikipedia.org/wiki/Oogenesis,https://en.wikipedia.org/wiki/Dictyate,None,CMU,Meiosis,en
Puberty,Dictyate,https://en.wikipedia.org/wiki/Puberty,https://en.wikipedia.org/wiki/Dictyate,A->B,CMU,Meiosis,en
Transcription (genetics),Dictyate,https://en.wikipedia.org/wiki/Transcription_(biology),https://en.wikipedia.org/wiki/Dictyate,A->B,CMU,Meiosis,en
Zygote,Dictyate,https://en.wikipedia.org/wiki/Zygote,https://en.wikipedia.org/wiki/Dictyate,A->B,CMU,Meiosis,en
Carl Linnaeus,Eukaryote,https://en.wikipedia.org/wiki/Carl_Linnaeus,https://en.wikipedia.org/wiki/Eukaryote,A->B,CMU,Meiosis,en
Cell wall,Eukaryote,https://en.wikipedia.org/wiki/Cell_wall,https://en.wikipedia.org/wiki/Eukaryote,A->B,CMU,Meiosis,en
Cellulose,Eukaryote,https://en.wikipedia.org/wiki/Cellulose,https://en.wikipedia.org/wiki/Eukaryote,A->B,CMU,Meiosis,en
Chitin,Eukaryote,https://en.wikipedia.org/wiki/Chitin,https://en.wikipedia.org/wiki/Eukaryote,A->B,CMU,Meiosis,en
Chlorophyll,Eukaryote,https://en.wikipedia.org/wiki/Chlorophyll,https://en.wikipedia.org/wiki/Eukaryote,A->B,CMU,Meiosis,en
Dynein,Eukaryote,https://en.wikipedia.org/wiki/Dynein,https://en.wikipedia.org/wiki/Eukaryote,A->B,CMU,Meiosis,en
Endoplasmic reticulum,Eukaryote,https://en.wikipedia.org/wiki/Endoplasmic_reticulum,https://en.wikipedia.org/wiki/Eukaryote,A->B,CMU,Meiosis,en
Heliozoa,Eukaryote,https://en.wikipedia.org/wiki/Heliozoa,https://en.wikipedia.org/wiki/Eukaryote,A->B,CMU,Meiosis,en
Inner membrane,Eukaryote,https://en.wikipedia.org/wiki/Inner_membrane,https://en.wikipedia.org/wiki/Eukaryote,A->B,CMU,Meiosis,en
Micrometre,Eukaryote,https://en.wikipedia.org/wiki/Micrometre,https://en.wikipedia.org/wiki/Eukaryote,A->B,CMU,Meiosis,en
Monophyly,Eukaryote,https://en.wikipedia.org/wiki/Monophyly,https://en.wikipedia.org/wiki/Eukaryote,A->B,CMU,Meiosis,en
Organism,Eukaryote,https://en.wikipedia.org/wiki/Organism,https://en.wikipedia.org/wiki/Eukaryote,A->B,CMU,Meiosis,en
Peroxide,Eukaryote,https://en.wikipedia.org/wiki/Peroxide,https://en.wikipedia.org/wiki/Eukaryote,A->B,CMU,Meiosis,en
Pre-cell,Eukaryote,https://en.wikipedia.org/wiki/Pre-cell,https://en.wikipedia.org/wiki/Eukaryote,A->B,CMU,Meiosis,en
Shale,Eukaryote,https://en.wikipedia.org/wiki/Shale,https://en.wikipedia.org/wiki/Eukaryote,A->B,CMU,Meiosis,en
Algae,Fungus,https://en.wikipedia.org/wiki/Algae,https://en.wikipedia.org/wiki/Fungus,A->B,CMU,Meiosis,en
Amanita,Fungus,https://en.wikipedia.org/wiki/Amanita,https://en.wikipedia.org/wiki/Fungus,A->B,CMU,Meiosis,en
Choanozoa,Fungus,https://en.wikipedia.org/wiki/Choanozoa,https://en.wikipedia.org/wiki/Fungus,A->B,CMU,Meiosis,en
Cryptococcosis,Fungus,https://en.wikipedia.org/wiki/Cryptococcosis,https://en.wikipedia.org/wiki/Fungus,A->B,CMU,Meiosis,en
Ecological succession,Fungus,https://en.wikipedia.org/wiki/Ecological_succession,https://en.wikipedia.org/wiki/Fungus,A->B,CMU,Meiosis,en
Entomopathogenic fungus,Fungus,https://en.wikipedia.org/wiki/Entomopathogenic_fungus,https://en.wikipedia.org/wiki/Fungus,A->B,CMU,Meiosis,en
Glomeromycota,Fungus,https://en.wikipedia.org/wiki/Glomeromycota,https://en.wikipedia.org/wiki/Fungus,A->B,CMU,Meiosis,en
Immunosuppressant,Fungus,https://en.wikipedia.org/wiki/Immunosuppressive_drug,https://en.wikipedia.org/wiki/Fungus,A->B,CMU,Meiosis,en
Lactic acid,Fungus,https://en.wikipedia.org/wiki/Lactic_acid,https://en.wikipedia.org/wiki/Fungus,A->B,CMU,Meiosis,en
Mevalonate pathway,Fungus,https://en.wikipedia.org/wiki/Mevalonate_pathway,https://en.wikipedia.org/wiki/Fungus,A->B,CMU,Meiosis,en
Multinucleate,Fungus,https://en.wikipedia.org/wiki/Multinucleate,https://en.wikipedia.org/wiki/Fungus,A->B,CMU,Meiosis,en
Mycetoma,Fungus,https://en.wikipedia.org/wiki/Mycetoma,https://en.wikipedia.org/wiki/Fungus,A->B,CMU,Meiosis,en
Paleozoic,Fungus,https://en.wikipedia.org/wiki/Paleozoic,https://en.wikipedia.org/wiki/Fungus,A->B,CMU,Meiosis,en
Psychedelic drug,Fungus,https://en.wikipedia.org/wiki/Psychedelic_drug,https://en.wikipedia.org/wiki/Fungus,A->B,CMU,Meiosis,en
Tinder,Fungus,https://en.wikipedia.org/wiki/Tinder,https://en.wikipedia.org/wiki/Fungus,A->B,CMU,Meiosis,en
Vegetative reproduction,Fungus,https://en.wikipedia.org/wiki/Vegetative_reproduction,https://en.wikipedia.org/wiki/Fungus,A->B,CMU,Meiosis,en
Anisogamy,Gamete,https://en.wikipedia.org/wiki/Anisogamy,https://en.wikipedia.org/wiki/Gamete,A->B,CMU,Meiosis,en
Chromosomal crossover,Gamete,https://en.wikipedia.org/wiki/Chromosomal_crossover,https://en.wikipedia.org/wiki/Gamete,A->B,CMU,Meiosis,en
Cytoplasm,Gamete,https://en.wikipedia.org/wiki/Cytoplasm,https://en.wikipedia.org/wiki/Gamete,A->B,CMU,Meiosis,en
Genetic recombination,Gamete,https://en.wikipedia.org/wiki/Genetic_recombination,https://en.wikipedia.org/wiki/Gamete,A->B,CMU,Meiosis,en
Genetics,Gamete,https://en.wikipedia.org/wiki/Genetics,https://en.wikipedia.org/wiki/Gamete,A->B,CMU,Meiosis,en
Heterogamy,Gamete,https://en.wikipedia.org/wiki/Heterogamy,https://en.wikipedia.org/wiki/Gamete,A->B,CMU,Meiosis,en
Isogamy,Gamete,https://en.wikipedia.org/wiki/Isogamy,https://en.wikipedia.org/wiki/Gamete,A->B,CMU,Meiosis,en
Mating type,Gamete,https://en.wikipedia.org/wiki/Mating_type,https://en.wikipedia.org/wiki/Gamete,A->B,CMU,Meiosis,en
Meiosis,Gamete,https://en.wikipedia.org/wiki/Meiosis,https://en.wikipedia.org/wiki/Gamete,A->B,CMU,Meiosis,en
Nucleic acid sequence,Gamete,https://en.wikipedia.org/wiki/Nucleic_acid_sequence,https://en.wikipedia.org/wiki/Gamete,A->B,CMU,Meiosis,en
Ovum,Gamete,https://en.wikipedia.org/wiki/Egg_cell,https://en.wikipedia.org/wiki/Gamete,A->B,CMU,Meiosis,en
Sex,Gamete,https://en.wikipedia.org/wiki/Sex,https://en.wikipedia.org/wiki/Gamete,A->B,CMU,Meiosis,en
Sperm,Gamete,https://en.wikipedia.org/wiki/Sperm,https://en.wikipedia.org/wiki/Gamete,A->B,CMU,Meiosis,en
Zygote,Gamete,https://en.wikipedia.org/wiki/Zygote,https://en.wikipedia.org/wiki/Gamete,A->B,CMU,Meiosis,en
Allele,Homologous chromosome,https://en.wikipedia.org/wiki/Allele,https://en.wikipedia.org/wiki/Homologous_chromosome,A->B,CMU,Meiosis,en
Anaphase,Homologous chromosome,https://en.wikipedia.org/wiki/Anaphase,https://en.wikipedia.org/wiki/Homologous_chromosome,A->B,CMU,Meiosis,en
Autosome,Homologous chromosome,https://en.wikipedia.org/wiki/Autosome,https://en.wikipedia.org/wiki/Homologous_chromosome,A->B,CMU,Meiosis,en
Centromere,Homologous chromosome,https://en.wikipedia.org/wiki/Centromere,https://en.wikipedia.org/wiki/Homologous_chromosome,A->B,CMU,Meiosis,en
Chromosome,Homologous chromosome,https://en.wikipedia.org/wiki/Chromosome,https://en.wikipedia.org/wiki/Homologous_chromosome,A->B,CMU,Meiosis,en
Evolution,Homologous chromosome,https://en.wikipedia.org/wiki/Evolution,https://en.wikipedia.org/wiki/Homologous_chromosome,A->B,CMU,Meiosis,en
Gamete,Homologous chromosome,https://en.wikipedia.org/wiki/Gamete,https://en.wikipedia.org/wiki/Homologous_chromosome,A->B,CMU,Meiosis,en
Heredity,Homologous chromosome,https://en.wikipedia.org/wiki/Heredity,https://en.wikipedia.org/wiki/Homologous_chromosome,A->B,CMU,Meiosis,en
Locus (genetics),Homologous chromosome,https://en.wikipedia.org/wiki/Locus_(genetics),https://en.wikipedia.org/wiki/Homologous_chromosome,A->B,CMU,Meiosis,en
Natural selection,Homologous chromosome,https://en.wikipedia.org/wiki/Natural_selection,https://en.wikipedia.org/wiki/Homologous_chromosome,A->B,CMU,Meiosis,en
Ploidy,Homologous chromosome,https://en.wikipedia.org/wiki/Ploidy,https://en.wikipedia.org/wiki/Homologous_chromosome,A->B,CMU,Meiosis,en
Polyploid,Homologous chromosome,https://en.wikipedia.org/wiki/Polyploidy,https://en.wikipedia.org/wiki/Homologous_chromosome,A->B,CMU,Meiosis,en
Synteny,Homologous chromosome,https://en.wikipedia.org/wiki/Synteny,https://en.wikipedia.org/wiki/Homologous_chromosome,A->B,CMU,Meiosis,en
X chromosome,Homologous chromosome,https://en.wikipedia.org/wiki/X_chromosome,https://en.wikipedia.org/wiki/Homologous_chromosome,A->B,CMU,Meiosis,en
Y chromosome,Homologous chromosome,https://en.wikipedia.org/wiki/Y_chromosome,https://en.wikipedia.org/wiki/Homologous_chromosome,A->B,CMU,Meiosis,en
Bacterial conjugation,Homologous recombination,https://en.wikipedia.org/wiki/Bacterial_conjugation,https://en.wikipedia.org/wiki/Homologous_recombination,A->B,CMU,Meiosis,en
Endonuclease,Homologous recombination,https://en.wikipedia.org/wiki/Endonuclease,https://en.wikipedia.org/wiki/Homologous_recombination,A->B,CMU,Meiosis,en
