A,B,linkA,linkB,prerequisites,source,domin,language
Rigid_transformation,Reflection_(mathematics),https://en.wikipedia.org/wiki/Rigid_transformation,https://en.wikipedia.org/wiki/Reflection_(mathematics),None,AL-CPL,geometry,en
Right_angle,Rectangle,https://en.wikipedia.org/wiki/Right_angle,https://en.wikipedia.org/wiki/Rectangle,A->B,AL-CPL,geometry,en
Internal_and_external_angle,Triangle_inequality,https://en.wikipedia.org/wiki/Internal_and_external_angles,https://en.wikipedia.org/wiki/Triangle_inequality,None,AL-CPL,geometry,en
Cone,Angle,https://en.wikipedia.org/wiki/Cone,https://en.wikipedia.org/wiki/Angle,None,AL-CPL,geometry,en
Point_(geometry),Chord_(geometry),https://en.wikipedia.org/wiki/Point_(geometry),https://en.wikipedia.org/wiki/Chord_(geometry),A->B,AL-CPL,geometry,en
Cartesian_coordinate_system,Reflection_(mathematics),https://en.wikipedia.org/wiki/Cartesian_coordinate_system,https://en.wikipedia.org/wiki/Reflection_(mathematics),None,AL-CPL,geometry,en
Line_segment,Point_(geometry),https://en.wikipedia.org/wiki/Line_segment,https://en.wikipedia.org/wiki/Point_(geometry),None,AL-CPL,geometry,en
Trigonometric_functions,Line_segment,https://en.wikipedia.org/wiki/Trigonometric_functions,https://en.wikipedia.org/wiki/Line_segment,None,AL-CPL,geometry,en
Isosceles_triangle,Triangle,https://en.wikipedia.org/wiki/Isosceles_triangle,https://en.wikipedia.org/wiki/Triangle,None,AL-CPL,geometry,en
Edge_(geometry),Pythagorean_theorem,https://en.wikipedia.org/wiki/Edge_(geometry),https://en.wikipedia.org/wiki/Pythagorean_theorem,A->B,AL-CPL,geometry,en
Symmetry,Self-similarity,https://en.wikipedia.org/wiki/Symmetry,https://en.wikipedia.org/wiki/Self-similarity,A->B,AL-CPL,geometry,en
Triangle,Altitude_(triangle),https://en.wikipedia.org/wiki/Triangle,https://en.wikipedia.org/wiki/Altitude_(triangle),A->B,AL-CPL,geometry,en
Cross_section_(geometry),Tangent,https://en.wikipedia.org/wiki/Cross_section_(geometry),https://en.wikipedia.org/wiki/Tangent,None,AL-CPL,geometry,en
Point_(geometry),Sine,https://en.wikipedia.org/wiki/Point_(geometry),https://en.wikipedia.org/wiki/Sine,A->B,AL-CPL,geometry,en
Hexagon,Geometry,https://en.wikipedia.org/wiki/Hexagon,https://en.wikipedia.org/wiki/Geometry,None,AL-CPL,geometry,en
Circumference,Square,https://en.wikipedia.org/wiki/Circumference,https://en.wikipedia.org/wiki/Square,None,AL-CPL,geometry,en
Edge_(geometry),Convex_polygon,https://en.wikipedia.org/wiki/Edge_(geometry),https://en.wikipedia.org/wiki/Convex_polygon,A->B,AL-CPL,geometry,en
Point_(geometry),Kite_(geometry),https://en.wikipedia.org/wiki/Point_(geometry),https://en.wikipedia.org/wiki/Kite_(geometry),A->B,AL-CPL,geometry,en
Polygon,Face_(geometry),https://en.wikipedia.org/wiki/Polygon,https://en.wikipedia.org/wiki/Face_(geometry),None,AL-CPL,geometry,en
Symmetry,Polygon,https://en.wikipedia.org/wiki/Symmetry,https://en.wikipedia.org/wiki/Polygon,None,AL-CPL,geometry,en
Internal_and_external_angle,Rhombus,https://en.wikipedia.org/wiki/Internal_and_external_angles,https://en.wikipedia.org/wiki/Rhombus,None,AL-CPL,geometry,en
Pythagorean_triple,Right_angle,https://en.wikipedia.org/wiki/Pythagorean_triple,https://en.wikipedia.org/wiki/Right_angle,None,AL-CPL,geometry,en
Plane_(geometry),Collinearity,https://en.wikipedia.org/wiki/Plane_(geometry),https://en.wikipedia.org/wiki/Collinearity,None,AL-CPL,geometry,en
Exterior_angle_theorem,Point_(geometry),https://en.wikipedia.org/wiki/Exterior_angle_theorem,https://en.wikipedia.org/wiki/Point_(geometry),None,AL-CPL,geometry,en
Skew_lines,Perpendicular,https://en.wikipedia.org/wiki/Skew_lines,https://en.wikipedia.org/wiki/Perpendicular,None,AL-CPL,geometry,en
Line_(geometry),Reflection_(mathematics),https://en.wikipedia.org/wiki/Line_(geometry),https://en.wikipedia.org/wiki/Reflection_(mathematics),A->B,AL-CPL,geometry,en
Trapezoid,Rectangle,https://en.wikipedia.org/wiki/Trapezoid,https://en.wikipedia.org/wiki/Rectangle,None,AL-CPL,geometry,en
Kite_(geometry),Square,https://en.wikipedia.org/wiki/Kite_(geometry),https://en.wikipedia.org/wiki/Square,None,AL-CPL,geometry,en
Altitude_(triangle),Polygon,https://en.wikipedia.org/wiki/Altitude_(triangle),https://en.wikipedia.org/wiki/Polygon,None,AL-CPL,geometry,en
Vertex_(geometry),Internal_and_external_angle,https://en.wikipedia.org/wiki/Vertex_(geometry),https://en.wikipedia.org/wiki/Internal_and_external_angles,A->B,AL-CPL,geometry,en
Arc_length,Diameter,https://en.wikipedia.org/wiki/Arc_length,https://en.wikipedia.org/wiki/Diameter,None,AL-CPL,geometry,en
Point_(geometry),Rotational_symmetry,https://en.wikipedia.org/wiki/Point_(geometry),https://en.wikipedia.org/wiki/Rotational_symmetry,A->B,AL-CPL,geometry,en
Congruence_(geometry),Angle,https://en.wikipedia.org/wiki/Congruence_(geometry),https://en.wikipedia.org/wiki/Angle,None,AL-CPL,geometry,en
Coordinate_system,Circle,https://en.wikipedia.org/wiki/Coordinate_system,https://en.wikipedia.org/wiki/Circle,None,AL-CPL,geometry,en
Scaling_(geometry),Translation_(geometry),https://en.wikipedia.org/wiki/Scaling_(geometry),https://en.wikipedia.org/wiki/Translation_(geometry),None,AL-CPL,geometry,en
Quadrilateral,Vertex_(geometry),https://en.wikipedia.org/wiki/Quadrilateral,https://en.wikipedia.org/wiki/Vertex_(geometry),None,AL-CPL,geometry,en
Angle_bisector_theorem,Angle,https://en.wikipedia.org/wiki/Angle_bisector_theorem,https://en.wikipedia.org/wiki/Angle,None,AL-CPL,geometry,en
Cartesian_coordinate_system,Line_(geometry),https://en.wikipedia.org/wiki/Cartesian_coordinate_system,https://en.wikipedia.org/wiki/Line_(geometry),None,AL-CPL,geometry,en
Hendecagon,Vertex_(geometry),https://en.wikipedia.org/wiki/Hendecagon,https://en.wikipedia.org/wiki/Vertex_(geometry),None,AL-CPL,geometry,en
Geometry,Reflection_(mathematics),https://en.wikipedia.org/wiki/Geometry,https://en.wikipedia.org/wiki/Reflection_(mathematics),A->B,AL-CPL,geometry,en
Cartesian_coordinate_system,Right_angle,https://en.wikipedia.org/wiki/Cartesian_coordinate_system,https://en.wikipedia.org/wiki/Right_angle,None,AL-CPL,geometry,en
Geometry,Cartesian_coordinate_system,https://en.wikipedia.org/wiki/Geometry,https://en.wikipedia.org/wiki/Cartesian_coordinate_system,A->B,AL-CPL,geometry,en
Cone,Line_segment,https://en.wikipedia.org/wiki/Cone,https://en.wikipedia.org/wiki/Line_segment,None,AL-CPL,geometry,en
Distance,Quadrilateral,https://en.wikipedia.org/wiki/Distance,https://en.wikipedia.org/wiki/Quadrilateral,None,AL-CPL,geometry,en
Right_triangle,Parallelogram,https://en.wikipedia.org/wiki/Right_triangle,https://en.wikipedia.org/wiki/Parallelogram,None,AL-CPL,geometry,en
Convex_polygon,Rhombus,https://en.wikipedia.org/wiki/Convex_polygon,https://en.wikipedia.org/wiki/Rhombus,None,AL-CPL,geometry,en
Polygon,Angle_bisector_theorem,https://en.wikipedia.org/wiki/Polygon,https://en.wikipedia.org/wiki/Angle_bisector_theorem,A->B,AL-CPL,geometry,en
Acute_and_obtuse_triangles,Isosceles_triangle,https://en.wikipedia.org/wiki/Acute_and_obtuse_triangles,https://en.wikipedia.org/wiki/Isosceles_triangle,None,AL-CPL,geometry,en
Star_polygon,Polygon,https://en.wikipedia.org/wiki/Star_polygon,https://en.wikipedia.org/wiki/Polygon,None,AL-CPL,geometry,en
Reflection_(mathematics),Rigid_transformation,https://en.wikipedia.org/wiki/Reflection_(mathematics),https://en.wikipedia.org/wiki/Rigid_transformation,A->B,AL-CPL,geometry,en
Pyramid_(geometry),Polyhedron,https://en.wikipedia.org/wiki/Pyramid_(geometry),https://en.wikipedia.org/wiki/Polyhedron,None,AL-CPL,geometry,en
Angle_bisector_theorem,Bisection,https://en.wikipedia.org/wiki/Angle_bisector_theorem,https://en.wikipedia.org/wiki/Bisection,None,AL-CPL,geometry,en
Circle,Cylinder_(geometry),https://en.wikipedia.org/wiki/Circle,https://en.wikipedia.org/wiki/Cylinder,A->B,AL-CPL,geometry,en
Perpendicular,Transversal_(geometry),https://en.wikipedia.org/wiki/Perpendicular,https://en.wikipedia.org/wiki/Transversal_(geometry),None,AL-CPL,geometry,en
Line_segment,Polyhedron,https://en.wikipedia.org/wiki/Line_segment,https://en.wikipedia.org/wiki/Polyhedron,A->B,AL-CPL,geometry,en
Star_polygon,Symmetry,https://en.wikipedia.org/wiki/Star_polygon,https://en.wikipedia.org/wiki/Symmetry,None,AL-CPL,geometry,en
Arc_(geometry),Arc_length,https://en.wikipedia.org/wiki/Curve,https://en.wikipedia.org/wiki/Arc_length,A->B,AL-CPL,geometry,en
Point_(geometry),Trigonometric_functions,https://en.wikipedia.org/wiki/Point_(geometry),https://en.wikipedia.org/wiki/Trigonometric_functions,A->B,AL-CPL,geometry,en
Edge_(geometry),Star_polygon,https://en.wikipedia.org/wiki/Edge_(geometry),https://en.wikipedia.org/wiki/Star_polygon,A->B,AL-CPL,geometry,en
Skew_lines,Line_segment,https://en.wikipedia.org/wiki/Skew_lines,https://en.wikipedia.org/wiki/Line_segment,None,AL-CPL,geometry,en
Isosceles_triangle,Diagonal,https://en.wikipedia.org/wiki/Isosceles_triangle,https://en.wikipedia.org/wiki/Diagonal,None,AL-CPL,geometry,en
Space_(mathematics),Congruence_(geometry),https://en.wikipedia.org/wiki/Space_(mathematics),https://en.wikipedia.org/wiki/Congruence_(geometry),None,AL-CPL,geometry,en
Point_(geometry),Line_segment,https://en.wikipedia.org/wiki/Point_(geometry),https://en.wikipedia.org/wiki/Line_segment,A->B,AL-CPL,geometry,en
Line_segment,Perpendicular,https://en.wikipedia.org/wiki/Line_segment,https://en.wikipedia.org/wiki/Perpendicular,None,AL-CPL,geometry,en
Triangle_inequality,Line_(geometry),https://en.wikipedia.org/wiki/Triangle_inequality,https://en.wikipedia.org/wiki/Line_(geometry),None,AL-CPL,geometry,en
Line_(geometry),Chord_(geometry),https://en.wikipedia.org/wiki/Line_(geometry),https://en.wikipedia.org/wiki/Chord_(geometry),A->B,AL-CPL,geometry,en
Edge_(geometry),Kite_(geometry),https://en.wikipedia.org/wiki/Edge_(geometry),https://en.wikipedia.org/wiki/Kite_(geometry),A->B,AL-CPL,geometry,en
Tangent,Parallelogram,https://en.wikipedia.org/wiki/Tangent,https://en.wikipedia.org/wiki/Parallelogram,None,AL-CPL,geometry,en
Cross_section_(geometry),Polygon,https://en.wikipedia.org/wiki/Cross_section_(geometry),https://en.wikipedia.org/wiki/Polygon,None,AL-CPL,geometry,en
Polygon,Altitude_(triangle),https://en.wikipedia.org/wiki/Polygon,https://en.wikipedia.org/wiki/Altitude_(triangle),A->B,AL-CPL,geometry,en
Rotational_symmetry,Line_(geometry),https://en.wikipedia.org/wiki/Rotational_symmetry,https://en.wikipedia.org/wiki/Line_(geometry),None,AL-CPL,geometry,en
Rhombus,Similarity_(geometry),https://en.wikipedia.org/wiki/Rhombus,https://en.wikipedia.org/wiki/Similarity_(geometry),None,AL-CPL,geometry,en
Pythagorean_triple,Polygon,https://en.wikipedia.org/wiki/Pythagorean_triple,https://en.wikipedia.org/wiki/Polygon,None,AL-CPL,geometry,en
Polygon,Edge_(geometry),https://en.wikipedia.org/wiki/Polygon,https://en.wikipedia.org/wiki/Edge_(geometry),None,AL-CPL,geometry,en
Square,Diagonal,https://en.wikipedia.org/wiki/Square,https://en.wikipedia.org/wiki/Diagonal,None,AL-CPL,geometry,en
Tessellation,Face_(geometry),https://en.wikipedia.org/wiki/Tessellation,https://en.wikipedia.org/wiki/Face_(geometry),None,AL-CPL,geometry,en
Triangle,Triangle_inequality,https://en.wikipedia.org/wiki/Triangle,https://en.wikipedia.org/wiki/Triangle_inequality,A->B,AL-CPL,geometry,en
Vertex_(geometry),Quadrilateral,https://en.wikipedia.org/wiki/Vertex_(geometry),https://en.wikipedia.org/wiki/Quadrilateral,A->B,AL-CPL,geometry,en
Square,Prism_(geometry),https://en.wikipedia.org/wiki/Square,https://en.wikipedia.org/wiki/Prism_(geometry),None,AL-CPL,geometry,en
Line_(geometry),Midpoint,https://en.wikipedia.org/wiki/Line_(geometry),https://en.wikipedia.org/wiki/Midpoint,A->B,AL-CPL,geometry,en
Plane_(geometry),Geometry,https://en.wikipedia.org/wiki/Plane_(geometry),https://en.wikipedia.org/wiki/Geometry,None,AL-CPL,geometry,en
Perpendicular,Rectangle,https://en.wikipedia.org/wiki/Perpendicular,https://en.wikipedia.org/wiki/Rectangle,None,AL-CPL,geometry,en
Tangent,Slope,https://en.wikipedia.org/wiki/Tangent,https://en.wikipedia.org/wiki/Slope,None,AL-CPL,geometry,en
Rhombus,Congruence_(geometry),https://en.wikipedia.org/wiki/Rhombus,https://en.wikipedia.org/wiki/Congruence_(geometry),None,AL-CPL,geometry,en
Geometry,Hendecagon,https://en.wikipedia.org/wiki/Geometry,https://en.wikipedia.org/wiki/Hendecagon,A->B,AL-CPL,geometry,en
Prism_(geometry),Pentagon,https://en.wikipedia.org/wiki/Prism_(geometry),https://en.wikipedia.org/wiki/Pentagon,None,AL-CPL,geometry,en
Congruence_(geometry),Edge_(geometry),https://en.wikipedia.org/wiki/Congruence_(geometry),https://en.wikipedia.org/wiki/Edge_(geometry),None,AL-CPL,geometry,en
Hexagon,Tangent,https://en.wikipedia.org/wiki/Hexagon,https://en.wikipedia.org/wiki/Tangent,None,AL-CPL,geometry,en
Tangent,Circle,https://en.wikipedia.org/wiki/Tangent,https://en.wikipedia.org/wiki/Circle,None,AL-CPL,geometry,en
Coordinate_system,Triangle,https://en.wikipedia.org/wiki/Coordinate_system,https://en.wikipedia.org/wiki/Triangle,None,AL-CPL,geometry,en
Congruence_(geometry),Pythagorean_theorem,https://en.wikipedia.org/wiki/Congruence_(geometry),https://en.wikipedia.org/wiki/Pythagorean_theorem,None,AL-CPL,geometry,en
Cartesian_coordinate_system,Point_(geometry),https://en.wikipedia.org/wiki/Cartesian_coordinate_system,https://en.wikipedia.org/wiki/Point_(geometry),None,AL-CPL,geometry,en
Geometry,Self-similarity,https://en.wikipedia.org/wiki/Geometry,https://en.wikipedia.org/wiki/Self-similarity,A->B,AL-CPL,geometry,en
Right_angle,Right_triangle,https://en.wikipedia.org/wiki/Right_angle,https://en.wikipedia.org/wiki/Right_triangle,A->B,AL-CPL,geometry,en
Cylinder_(geometry),Circle,https://en.wikipedia.org/wiki/Cylinder,https://en.wikipedia.org/wiki/Circle,None,AL-CPL,geometry,en
Angle,Octagon,https://en.wikipedia.org/wiki/Angle,https://en.wikipedia.org/wiki/Octagon,A->B,AL-CPL,geometry,en
Geometry,Arc_(geometry),https://en.wikipedia.org/wiki/Geometry,https://en.wikipedia.org/wiki/Curve,A->B,AL-CPL,geometry,en
Symmetry,Polyhedron,https://en.wikipedia.org/wiki/Symmetry,https://en.wikipedia.org/wiki/Polyhedron,None,AL-CPL,geometry,en
Rotation_(mathematics),Point_(geometry),https://en.wikipedia.org/wiki/Rotation_(mathematics),https://en.wikipedia.org/wiki/Point_(geometry),None,AL-CPL,geometry,en
Trapezoid,Point_(geometry),https://en.wikipedia.org/wiki/Trapezoid,https://en.wikipedia.org/wiki/Point_(geometry),None,AL-CPL,geometry,en
Angle,Geometry,https://en.wikipedia.org/wiki/Angle,https://en.wikipedia.org/wiki/Geometry,None,AL-CPL,geometry,en
Parallelogram,Diameter,https://en.wikipedia.org/wiki/Parallelogram,https://en.wikipedia.org/wiki/Diameter,None,AL-CPL,geometry,en
Geometry,Line_segment,https://en.wikipedia.org/wiki/Geometry,https://en.wikipedia.org/wiki/Line_segment,A->B,AL-CPL,geometry,en
Line_(geometry),Tangent,https://en.wikipedia.org/wiki/Line_(geometry),https://en.wikipedia.org/wiki/Tangent,A->B,AL-CPL,geometry,en
Distance,Pythagorean_theorem,https://en.wikipedia.org/wiki/Distance,https://en.wikipedia.org/wiki/Pythagorean_theorem,None,AL-CPL,geometry,en
Internal_and_external_angle,Parallelogram,https://en.wikipedia.org/wiki/Internal_and_external_angles,https://en.wikipedia.org/wiki/Parallelogram,None,AL-CPL,geometry,en
Exterior_angle_theorem,Internal_and_external_angle,https://en.wikipedia.org/wiki/Exterior_angle_theorem,https://en.wikipedia.org/wiki/Internal_and_external_angles,None,AL-CPL,geometry,en
Secant_line,Slope,https://en.wikipedia.org/wiki/Secant_line,https://en.wikipedia.org/wiki/Slope,None,AL-CPL,geometry,en
Line_(geometry),Internal_and_external_angle,https://en.wikipedia.org/wiki/Line_(geometry),https://en.wikipedia.org/wiki/Internal_and_external_angles,A->B,AL-CPL,geometry,en
Angle_bisector_theorem,Circle,https://en.wikipedia.org/wiki/Angle_bisector_theorem,https://en.wikipedia.org/wiki/Circle,None,AL-CPL,geometry,en
Bisection,Angle,https://en.wikipedia.org/wiki/Bisection,https://en.wikipedia.org/wiki/Angle,None,AL-CPL,geometry,en
Face_(geometry),Vertex_(geometry),https://en.wikipedia.org/wiki/Face_(geometry),https://en.wikipedia.org/wiki/Vertex_(geometry),None,AL-CPL,geometry,en
Geometry,Slope,https://en.wikipedia.org/wiki/Geometry,https://en.wikipedia.org/wiki/Slope,A->B,AL-CPL,geometry,en
Cartesian_coordinate_system,Angle,https://en.wikipedia.org/wiki/Cartesian_coordinate_system,https://en.wikipedia.org/wiki/Angle,None,AL-CPL,geometry,en
Chord_(geometry),Midpoint,https://en.wikipedia.org/wiki/Chord_(geometry),https://en.wikipedia.org/wiki/Midpoint,None,AL-CPL,geometry,en
Prism_(geometry),Polygon,https://en.wikipedia.org/wiki/Prism_(geometry),https://en.wikipedia.org/wiki/Polygon,None,AL-CPL,geometry,en
Geometry,Prism_(geometry),https://en.wikipedia.org/wiki/Geometry,https://en.wikipedia.org/wiki/Prism_(geometry),A->B,AL-CPL,geometry,en
Angle,Radius,https://en.wikipedia.org/wiki/Angle,https://en.wikipedia.org/wiki/Radius,None,AL-CPL,geometry,en
Vertex_(geometry),Triangle_inequality,https://en.wikipedia.org/wiki/Vertex_(geometry),https://en.wikipedia.org/wiki/Triangle_inequality,A->B,AL-CPL,geometry,en
Arc_length,Right_triangle,https://en.wikipedia.org/wiki/Arc_length,https://en.wikipedia.org/wiki/Right_triangle,None,AL-CPL,geometry,en
Line_(geometry),Pentagon,https://en.wikipedia.org/wiki/Line_(geometry),https://en.wikipedia.org/wiki/Pentagon,A->B,AL-CPL,geometry,en
Internal_and_external_angle,Exterior_angle_theorem,https://en.wikipedia.org/wiki/Internal_and_external_angles,https://en.wikipedia.org/wiki/Exterior_angle_theorem,A->B,AL-CPL,geometry,en
Hexagon,Acute_and_obtuse_triangles,https://en.wikipedia.org/wiki/Hexagon,https://en.wikipedia.org/wiki/Acute_and_obtuse_triangles,None,AL-CPL,geometry,en
Right_triangle,Triangle,https://en.wikipedia.org/wiki/Right_triangle,https://en.wikipedia.org/wiki/Triangle,None,AL-CPL,geometry,en
Line_segment,Hexagon,https://en.wikipedia.org/wiki/Line_segment,https://en.wikipedia.org/wiki/Hexagon,A->B,AL-CPL,geometry,en
Point_(geometry),Congruence_(geometry),https://en.wikipedia.org/wiki/Point_(geometry),https://en.wikipedia.org/wiki/Congruence_(geometry),A->B,AL-CPL,geometry,en
Cartesian_coordinate_system,Trigonometric_functions,https://en.wikipedia.org/wiki/Cartesian_coordinate_system,https://en.wikipedia.org/wiki/Trigonometric_functions,None,AL-CPL,geometry,en
Square,Right_angle,https://en.wikipedia.org/wiki/Square,https://en.wikipedia.org/wiki/Right_angle,None,AL-CPL,geometry,en
Vertex_(geometry),Altitude_(triangle),https://en.wikipedia.org/wiki/Vertex_(geometry),https://en.wikipedia.org/wiki/Altitude_(triangle),A->B,AL-CPL,geometry,en
Altitude_(triangle),Similarity_(geometry),https://en.wikipedia.org/wiki/Altitude_(triangle),https://en.wikipedia.org/wiki/Similarity_(geometry),None,AL-CPL,geometry,en
Cartesian_coordinate_system,Translation_(geometry),https://en.wikipedia.org/wiki/Cartesian_coordinate_system,https://en.wikipedia.org/wiki/Translation_(geometry),None,AL-CPL,geometry,en
Acute_and_obtuse_triangles,Right_triangle,https://en.wikipedia.org/wiki/Acute_and_obtuse_triangles,https://en.wikipedia.org/wiki/Right_triangle,None,AL-CPL,geometry,en
Congruence_(geometry),Line_(geometry),https://en.wikipedia.org/wiki/Congruence_(geometry),https://en.wikipedia.org/wiki/Line_(geometry),None,AL-CPL,geometry,en
Cone,Geometry,https://en.wikipedia.org/wiki/Cone,https://en.wikipedia.org/wiki/Geometry,None,AL-CPL,geometry,en
Isosceles_triangle,Altitude_(triangle),https://en.wikipedia.org/wiki/Isosceles_triangle,https://en.wikipedia.org/wiki/Altitude_(triangle),None,AL-CPL,geometry,en
Inverse_trigonometric_functions,Triangle,https://en.wikipedia.org/wiki/Inverse_trigonometric_functions,https://en.wikipedia.org/wiki/Triangle,None,AL-CPL,geometry,en
Sphere,Rotation_(mathematics),https://en.wikipedia.org/wiki/Sphere,https://en.wikipedia.org/wiki/Rotation_(mathematics),None,AL-CPL,geometry,en
Line_(geometry),Nonagon,https://en.wikipedia.org/wiki/Line_(geometry),https://en.wikipedia.org/wiki/Nonagon,A->B,AL-CPL,geometry,en
Polygon,Quadrilateral,https://en.wikipedia.org/wiki/Polygon,https://en.wikipedia.org/wiki/Quadrilateral,A->B,AL-CPL,geometry,en
Sine,Pythagorean_theorem,https://en.wikipedia.org/wiki/Sine,https://en.wikipedia.org/wiki/Pythagorean_theorem,None,AL-CPL,geometry,en
Triangle_inequality,Edge_(geometry),https://en.wikipedia.org/wiki/Triangle_inequality,https://en.wikipedia.org/wiki/Edge_(geometry),None,AL-CPL,geometry,en
Line_segment,Equilateral_triangle,https://en.wikipedia.org/wiki/Line_segment,https://en.wikipedia.org/wiki/Equilateral_triangle,A->B,AL-CPL,geometry,en
Line_(geometry),Pythagorean_theorem,https://en.wikipedia.org/wiki/Line_(geometry),https://en.wikipedia.org/wiki/Pythagorean_theorem,A->B,AL-CPL,geometry,en
Reflection_(mathematics),Point_(geometry),https://en.wikipedia.org/wiki/Reflection_(mathematics),https://en.wikipedia.org/wiki/Point_(geometry),None,AL-CPL,geometry,en
Radius,Circumference,https://en.wikipedia.org/wiki/Radius,https://en.wikipedia.org/wiki/Circumference,None,AL-CPL,geometry,en
Tessellation,Rotational_symmetry,https://en.wikipedia.org/wiki/Tessellation,https://en.wikipedia.org/wiki/Rotational_symmetry,None,AL-CPL,geometry,en
Edge_(geometry),Hendecagon,https://en.wikipedia.org/wiki/Edge_(geometry),https://en.wikipedia.org/wiki/Hendecagon,A->B,AL-CPL,geometry,en
Distance,Perpendicular,https://en.wikipedia.org/wiki/Distance,https://en.wikipedia.org/wiki/Perpendicular,None,AL-CPL,geometry,en
Rotational_symmetry,Rectangle,https://en.wikipedia.org/wiki/Rotational_symmetry,https://en.wikipedia.org/wiki/Rectangle,None,AL-CPL,geometry,en
Cartesian_coordinate_system,Polyhedron,https://en.wikipedia.org/wiki/Cartesian_coordinate_system,https://en.wikipedia.org/wiki/Polyhedron,None,AL-CPL,geometry,en
Dodecagon,Point_(geometry),https://en.wikipedia.org/wiki/Dodecagon,https://en.wikipedia.org/wiki/Point_(geometry),None,AL-CPL,geometry,en
Isosceles_triangle,Line_(geometry),https://en.wikipedia.org/wiki/Isosceles_triangle,https://en.wikipedia.org/wiki/Line_(geometry),None,AL-CPL,geometry,en
Polygon,Triangle,https://en.wikipedia.org/wiki/Polygon,https://en.wikipedia.org/wiki/Triangle,A->B,AL-CPL,geometry,en
Sphere,Triangle_inequality,https://en.wikipedia.org/wiki/Sphere,https://en.wikipedia.org/wiki/Triangle_inequality,None,AL-CPL,geometry,en
Convex_polygon,Diagonal,https://en.wikipedia.org/wiki/Convex_polygon,https://en.wikipedia.org/wiki/Diagonal,None,AL-CPL,geometry,en
Cartesian_coordinate_system,Space_(mathematics),https://en.wikipedia.org/wiki/Cartesian_coordinate_system,https://en.wikipedia.org/wiki/Space_(mathematics),None,AL-CPL,geometry,en
Rigid_transformation,Line_(geometry),https://en.wikipedia.org/wiki/Rigid_transformation,https://en.wikipedia.org/wiki/Line_(geometry),None,AL-CPL,geometry,en
Sphere,Geometry,https://en.wikipedia.org/wiki/Sphere,https://en.wikipedia.org/wiki/Geometry,None,AL-CPL,geometry,en
Angle,Reflection_(mathematics),https://en.wikipedia.org/wiki/Angle,https://en.wikipedia.org/wiki/Reflection_(mathematics),A->B,AL-CPL,geometry,en
Pentagon,Point_(geometry),https://en.wikipedia.org/wiki/Pentagon,https://en.wikipedia.org/wiki/Point_(geometry),None,AL-CPL,geometry,en
Collinearity,Point_(geometry),https://en.wikipedia.org/wiki/Collinearity,https://en.wikipedia.org/wiki/Point_(geometry),None,AL-CPL,geometry,en
Chord_(geometry),Line_(geometry),https://en.wikipedia.org/wiki/Chord_(geometry),https://en.wikipedia.org/wiki/Line_(geometry),None,AL-CPL,geometry,en
Angle,Isosceles_triangle,https://en.wikipedia.org/wiki/Angle,https://en.wikipedia.org/wiki/Isosceles_triangle,A->B,AL-CPL,geometry,en
Tangent,Diameter,https://en.wikipedia.org/wiki/Tangent,https://en.wikipedia.org/wiki/Diameter,None,AL-CPL,geometry,en
Bisection,Equilateral_triangle,https://en.wikipedia.org/wiki/Bisection,https://en.wikipedia.org/wiki/Equilateral_triangle,None,AL-CPL,geometry,en
Triangle,Edge_(geometry),https://en.wikipedia.org/wiki/Triangle,https://en.wikipedia.org/wiki/Edge_(geometry),None,AL-CPL,geometry,en
Line_(geometry),Right_triangle,https://en.wikipedia.org/wiki/Line_(geometry),https://en.wikipedia.org/wiki/Right_triangle,A->B,AL-CPL,geometry,en
Transversal_(geometry),Parallel_(geometry)_(geometry),https://en.wikipedia.org/wiki/Transversal_(geometry),https://en.wikipedia.org/wiki/Parallel_(geometry)_(geometry),None,AL-CPL,geometry,en
Circle,Triangle_inequality,https://en.wikipedia.org/wiki/Circle,https://en.wikipedia.org/wiki/Triangle_inequality,None,AL-CPL,geometry,en
Geometry,Rotational_symmetry,https://en.wikipedia.org/wiki/Geometry,https://en.wikipedia.org/wiki/Rotational_symmetry,A->B,AL-CPL,geometry,en
Congruence_(geometry),Vertex_(geometry),https://en.wikipedia.org/wiki/Congruence_(geometry),https://en.wikipedia.org/wiki/Vertex_(geometry),None,AL-CPL,geometry,en
Decagon,Angle,https://en.wikipedia.org/wiki/Decagon,https://en.wikipedia.org/wiki/Angle,None,AL-CPL,geometry,en
Arc_length,Circumference,https://en.wikipedia.org/wiki/Arc_length,https://en.wikipedia.org/wiki/Circumference,None,AL-CPL,geometry,en
Edge_(geometry),Prism_(geometry),https://en.wikipedia.org/wiki/Edge_(geometry),https://en.wikipedia.org/wiki/Prism_(geometry),A->B,AL-CPL,geometry,en
Parallelogram,Square,https://en.wikipedia.org/wiki/Parallelogram,https://en.wikipedia.org/wiki/Square,A->B,AL-CPL,geometry,en
Point_(geometry),Internal_and_external_angle,https://en.wikipedia.org/wiki/Point_(geometry),https://en.wikipedia.org/wiki/Internal_and_external_angles,A->B,AL-CPL,geometry,en
Heptagon,Line_(geometry),https://en.wikipedia.org/wiki/Heptagon,https://en.wikipedia.org/wiki/Line_(geometry),None,AL-CPL,geometry,en
Skew_lines,Vertex_(geometry),https://en.wikipedia.org/wiki/Skew_lines,https://en.wikipedia.org/wiki/Vertex_(geometry),None,AL-CPL,geometry,en
