A,B,linkA,linkB,prerequisites,source,domin,language
Polynomial,Algorithm,https://en.wikipedia.org/wiki/Polynomial,https://en.wikipedia.org/wiki/Algorithm,A->B,University course,,en
Central processing unit,Parallel_(geometry) computing,https://en.wikipedia.org/wiki/Central_processing_unit,https://en.wikipedia.org/wiki/Parallel_(geometry)_computing,A->B,University course,,en
Numerical analysis,Operating system,https://en.wikipedia.org/wiki/Numerical_analysis,https://en.wikipedia.org/wiki/Operating_system,None,University course,,en
Operating system,Computer science,https://en.wikipedia.org/wiki/Operating_system,https://en.wikipedia.org/wiki/Computer_science,None,University course,,en
Computational problem,Analysis of algorithms,https://en.wikipedia.org/wiki/Computational_problem,https://en.wikipedia.org/wiki/Analysis_of_algorithms,None,University course,,en
Numerical analysis,Computational geometry,https://en.wikipedia.org/wiki/Numerical_analysis,https://en.wikipedia.org/wiki/Computational_geometry,None,University course,,en
Numerical analysis,Computer graphics,https://en.wikipedia.org/wiki/Numerical_analysis,https://en.wikipedia.org/wiki/Computer_graphics,None,University course,,en
Computer science,Reason,https://en.wikipedia.org/wiki/Computer_science,https://en.wikipedia.org/wiki/Reason,None,University course,,en
Algorithm,String-searching algorithm,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/String-searching_algorithm,A->B,University course,,en
Parsing,Formal language,https://en.wikipedia.org/wiki/Parsing,https://en.wikipedia.org/wiki/Formal_language,None,University course,,en
Software design,Algorithm,https://en.wikipedia.org/wiki/Software_design,https://en.wikipedia.org/wiki/Algorithm,None,University course,,en
Mathematical model,Mathematics,https://en.wikipedia.org/wiki/Mathematical_model,https://en.wikipedia.org/wiki/Mathematics,None,University course,,en
Virtual circuit,Calculus,https://en.wikipedia.org/wiki/Virtual_circuit,https://en.wikipedia.org/wiki/Calculus,A->B,University course,,en
Computer network,Security,https://en.wikipedia.org/wiki/Computer_network,https://en.wikipedia.org/wiki/Security,None,University course,,en
Software development,Operating system,https://en.wikipedia.org/wiki/Software_development,https://en.wikipedia.org/wiki/Operating_system,None,University course,,en
Object (computer science),Object-oriented programming,https://en.wikipedia.org/wiki/Object_(computer_science),https://en.wikipedia.org/wiki/Object-oriented_programming,A->B,University course,,en
Computer,Application software,https://en.wikipedia.org/wiki/Computer,https://en.wikipedia.org/wiki/Application_software,A->B,University course,,en
Data structure,Interface (computing),https://en.wikipedia.org/wiki/Data_structure,https://en.wikipedia.org/wiki/Interface_(computing),None,University course,,en
Computational science,Computer programming,https://en.wikipedia.org/wiki/Computational_science,https://en.wikipedia.org/wiki/Computer_programming,A->B,University course,,en
Regular language,String-searching algorithm,https://en.wikipedia.org/wiki/Regular_language,https://en.wikipedia.org/wiki/String-searching_algorithm,None,University course,,en
NP-completeness,Complexity class,https://en.wikipedia.org/wiki/NP-completeness,https://en.wikipedia.org/wiki/Complexity_class,None,University course,,en
Propositional calculus,NP-completeness,https://en.wikipedia.org/wiki/Propositional_calculus,https://en.wikipedia.org/wiki/NP-completeness,None,University course,,en
Mathematics,Complexity,https://en.wikipedia.org/wiki/Mathematics,https://en.wikipedia.org/wiki/Complexity,A->B,University course,,en
Formal grammar,Propositional calculus,https://en.wikipedia.org/wiki/Formal_grammar,https://en.wikipedia.org/wiki/Propositional_calculus,None,University course,,en
Machine learning,Convolutional neural network,https://en.wikipedia.org/wiki/Machine_learning,https://en.wikipedia.org/wiki/Convolutional_neural_network,None,University course,,en
NP-completeness,Introduction to Algorithms,https://en.wikipedia.org/wiki/NP-completeness,https://en.wikipedia.org/wiki/Introduction_to_Algorithms,None,University course,,en
Data structure,Parsing,https://en.wikipedia.org/wiki/Data_structure,https://en.wikipedia.org/wiki/Parsing,A->B,University course,,en
Turing machine,Analysis of algorithms,https://en.wikipedia.org/wiki/Turing_machine,https://en.wikipedia.org/wiki/Analysis_of_algorithms,A->B,University course,,en
Graph theory,Bioinformatics,https://en.wikipedia.org/wiki/Graph_theory,https://en.wikipedia.org/wiki/Bioinformatics,None,University course,,en
Data structure,Programming paradigm,https://en.wikipedia.org/wiki/Data_structure,https://en.wikipedia.org/wiki/Programming_paradigm,A->B,University course,,en
Encryption,Cryptography,https://en.wikipedia.org/wiki/Encryption,https://en.wikipedia.org/wiki/Cryptography,None,University course,,en
Template (C++),Data mining,https://en.wikipedia.org/wiki/Template_(C%2B%2B),https://en.wikipedia.org/wiki/Data_mining,None,University course,,en
Expected value,Martingale (probability theory),https://en.wikipedia.org/wiki/Expected_value,https://en.wikipedia.org/wiki/Martingale_(probability_theory),A->B,University course,,en
Statistical inference,Monte Carlo method,https://en.wikipedia.org/wiki/Statistical_inference,https://en.wikipedia.org/wiki/Monte_Carlo_method,A->B,University course,,en
Computer vision,Digital image processing,https://en.wikipedia.org/wiki/Computer_vision,https://en.wikipedia.org/wiki/Digital_image_processing,None,University course,,en
Public-key cryptography,Cryptographic hash function,https://en.wikipedia.org/wiki/Public-key_cryptography,https://en.wikipedia.org/wiki/Cryptographic_hash_function,None,University course,,en
User interface,Database,https://en.wikipedia.org/wiki/User_interface,https://en.wikipedia.org/wiki/Database,None,University course,,en
Recursion,Algorithm,https://en.wikipedia.org/wiki/Recursion,https://en.wikipedia.org/wiki/Algorithm,None,University course,,en
Motion planning,Optimal control,https://en.wikipedia.org/wiki/Motion_planning,https://en.wikipedia.org/wiki/Optimal_control,None,University course,,en
Semantics,Assembly language,https://en.wikipedia.org/wiki/Semantics,https://en.wikipedia.org/wiki/Assembly_language,None,University course,,en
File system,Computer network,https://en.wikipedia.org/wiki/File_system,https://en.wikipedia.org/wiki/Computer_network,None,University course,,en
Software framework,Object-oriented programming,https://en.wikipedia.org/wiki/Software_framework,https://en.wikipedia.org/wiki/Object-oriented_programming,None,University course,,en
Computational complexity theory,Multiplication,https://en.wikipedia.org/wiki/Computational_complexity_theory,https://en.wikipedia.org/wiki/Multiplication,None,University course,,en
Java (programming language),Scripting language,https://en.wikipedia.org/wiki/Java_(programming_language),https://en.wikipedia.org/wiki/Scripting_language,None,University course,,en
Hash table,Object-oriented programming,https://en.wikipedia.org/wiki/Hash_table,https://en.wikipedia.org/wiki/Object-oriented_programming,None,University course,,en
Automata theory,Discrete mathematics,https://en.wikipedia.org/wiki/Automata_theory,https://en.wikipedia.org/wiki/Discrete_mathematics,None,University course,,en
Numerical analysis,Partial differential equation,https://en.wikipedia.org/wiki/Numerical_analysis,https://en.wikipedia.org/wiki/Partial_differential_equation,A->B,University course,,en
Operating system,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,https://en.wikipedia.org/wiki/Computer_architecture,None,University course,,en
Computational geometry,Computer graphics,https://en.wikipedia.org/wiki/Computational_geometry,https://en.wikipedia.org/wiki/Computer_graphics,None,University course,,en
Data type,Parametric oscillator,https://en.wikipedia.org/wiki/Data_type,https://en.wikipedia.org/wiki/Parametric_oscillator,None,University course,,en
Mathematical optimization,Virtual circuit,https://en.wikipedia.org/wiki/Mathematical_optimization,https://en.wikipedia.org/wiki/Virtual_circuit,None,University course,,en
Dynamic_programming,Gradient descent,https://en.wikipedia.org/wiki/Dynamic_programming,https://en.wikipedia.org/wiki/Gradient_descent,None,University course,,en
Compiler,Java (programming language),https://en.wikipedia.org/wiki/Compiler,https://en.wikipedia.org/wiki/Java_(programming_language),A->B,University course,,en
Machine translation,Artificial intelligence,https://en.wikipedia.org/wiki/Machine_translation,https://en.wikipedia.org/wiki/Artificial_intelligence,None,University course,,en
Algorithm,Concurrency control,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Concurrency_control,A->B,University course,,en
Model of computation,Computer science,https://en.wikipedia.org/wiki/Model_of_computation,https://en.wikipedia.org/wiki/Computer_science,None,University course,,en
Uncertainty,Probability,https://en.wikipedia.org/wiki/Uncertainty,https://en.wikipedia.org/wiki/Probability,A->B,University course,,en
Computer architecture,C (programming language),https://en.wikipedia.org/wiki/Computer_architecture,https://en.wikipedia.org/wiki/C_(programming_language),None,University course,,en
Computer science,Model checking,https://en.wikipedia.org/wiki/Computer_science,https://en.wikipedia.org/wiki/Model_checking,A->B,University course,,en
Artificial intelligence,Machine translation,https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Machine_translation,A->B,University course,,en
World Wide Web,Database,https://en.wikipedia.org/wiki/World_Wide_Web,https://en.wikipedia.org/wiki/Database,None,University course,,en
Context-free language,Parsing,https://en.wikipedia.org/wiki/Context-free_language,https://en.wikipedia.org/wiki/Parsing,A->B,University course,,en
Computational complexity theory,Database,https://en.wikipedia.org/wiki/Computational_complexity_theory,https://en.wikipedia.org/wiki/Database,None,University course,,en
Computational problem,Distributed computing,https://en.wikipedia.org/wiki/Computational_problem,https://en.wikipedia.org/wiki/Distributed_computing,A->B,University course,,en
Computational complexity theory,Algorithm,https://en.wikipedia.org/wiki/Computational_complexity_theory,https://en.wikipedia.org/wiki/Algorithm,None,University course,,en
Communication protocol,Structured programming,https://en.wikipedia.org/wiki/Communication_protocol,https://en.wikipedia.org/wiki/Structured_programming,None,University course,,en
Computer science,Random walk,https://en.wikipedia.org/wiki/Computer_science,https://en.wikipedia.org/wiki/Random_walk,None,University course,,en
Artificial intelligence,Machine learning,https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Machine_learning,A->B,University course,,en
Computer graphics,Image,https://en.wikipedia.org/wiki/Computer_graphics,https://en.wikipedia.org/wiki/Image,None,University course,,en
Machine learning,Hidden Markov model,https://en.wikipedia.org/wiki/Machine_learning,https://en.wikipedia.org/wiki/Hidden_Markov_model,A->B,University course,,en
Machine learning,Software engineering,https://en.wikipedia.org/wiki/Machine_learning,https://en.wikipedia.org/wiki/Software_engineering,None,University course,,en
CPU cache,Computer architecture,https://en.wikipedia.org/wiki/CPU_cache,https://en.wikipedia.org/wiki/Computer_architecture,None,University course,,en
Mathematical proof,Discrete mathematics,https://en.wikipedia.org/wiki/Mathematical_proof,https://en.wikipedia.org/wiki/Discrete_mathematics,A->B,University course,,en
Computer programming,Computer graphics,https://en.wikipedia.org/wiki/Computer_programming,https://en.wikipedia.org/wiki/Computer_graphics,A->B,University course,,en
Software engineering,Mathematical optimization,https://en.wikipedia.org/wiki/Software_engineering,https://en.wikipedia.org/wiki/Mathematical_optimization,None,University course,,en
Markov chain,Large deviations theory,https://en.wikipedia.org/wiki/Markov_chain,https://en.wikipedia.org/wiki/Large_deviations_theory,None,University course,,en
Computer network,Network security,https://en.wikipedia.org/wiki/Computer_network,https://en.wikipedia.org/wiki/Network_security,A->B,University course,,en
Random variable,Randomized algorithm,https://en.wikipedia.org/wiki/Random_variable,https://en.wikipedia.org/wiki/Randomized_algorithm,A->B,University course,,en
Conditional probability,Information theory,https://en.wikipedia.org/wiki/Conditional_probability,https://en.wikipedia.org/wiki/Information_theory,A->B,University course,,en
Information retrieval,Natural language processing,https://en.wikipedia.org/wiki/Information_retrieval,https://en.wikipedia.org/wiki/Natural_language_processing,None,University course,,en
Programming language,Semantics (computer science),https://en.wikipedia.org/wiki/Programming_language,https://en.wikipedia.org/wiki/Semantics_(computer_science),None,University course,,en
Graph (abstract data type),Query language,https://en.wikipedia.org/wiki/Graph_(abstract_data_type),https://en.wikipedia.org/wiki/Query_language,None,University course,,en
Recommender system,Machine learning,https://en.wikipedia.org/wiki/Recommender_system,https://en.wikipedia.org/wiki/Machine_learning,None,University course,,en
Simulation,Rendering (computer graphics),https://en.wikipedia.org/wiki/Simulation,https://en.wikipedia.org/wiki/Rendering_(computer_graphics),None,University course,,en
Computer science,Mathematical optimization,https://en.wikipedia.org/wiki/Computer_science,https://en.wikipedia.org/wiki/Mathematical_optimization,None,University course,,en
Computer science,Data structure,https://en.wikipedia.org/wiki/Computer_science,https://en.wikipedia.org/wiki/Data_structure,A->B,University course,,en
Control flow,Recursion,https://en.wikipedia.org/wiki/Control_flow,https://en.wikipedia.org/wiki/Recursion,A->B,University course,,en
Variable (computer science),Parametric oscillator,https://en.wikipedia.org/wiki/Variable_(computer_science),https://en.wikipedia.org/wiki/Parametric_oscillator,None,University course,,en
Object-oriented programming,Template (C++),https://en.wikipedia.org/wiki/Object-oriented_programming,https://en.wikipedia.org/wiki/Template_(C%2B%2B),None,University course,,en
Object-oriented programming,Software design,https://en.wikipedia.org/wiki/Object-oriented_programming,https://en.wikipedia.org/wiki/Software_design,None,University course,,en
Computer science,Discrete mathematics,https://en.wikipedia.org/wiki/Computer_science,https://en.wikipedia.org/wiki/Discrete_mathematics,None,University course,,en
Algorithm,Randomness,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Randomness,None,University course,,en
Information security,Authentication,https://en.wikipedia.org/wiki/Information_security,https://en.wikipedia.org/wiki/Authentication,A->B,University course,,en
Graphical user interface,Computer network,https://en.wikipedia.org/wiki/Graphical_user_interface,https://en.wikipedia.org/wiki/Computer_network,None,University course,,en
Combinatorics,Robotics,https://en.wikipedia.org/wiki/Combinatorics,https://en.wikipedia.org/wiki/Robotics,None,University course,,en
Usability testing,Human每computer interaction,https://en.wikipedia.org/wiki/Usability_testing,https://en.wikipedia.org/wiki/Human%E2%80%93computer_interaction,None,University course,,en
Algorithm,Integer,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Integer,None,University course,,en
Computer science,Functional programming,https://en.wikipedia.org/wiki/Computer_science,https://en.wikipedia.org/wiki/Functional_programming,A->B,University course,,en
Thread (computing),Object-oriented programming,https://en.wikipedia.org/wiki/Thread_(computing),https://en.wikipedia.org/wiki/Object-oriented_programming,None,University course,,en
Compiler,Abstract interpretation,https://en.wikipedia.org/wiki/Compiler,https://en.wikipedia.org/wiki/Abstract_interpretation,None,University course,,en
Scope (computer science),Lisp (programming language),https://en.wikipedia.org/wiki/Scope_(computer_science),https://en.wikipedia.org/wiki/Lisp_(programming_language),A->B,University course,,en
Number theory,Geometry,https://en.wikipedia.org/wiki/Number_theory,https://en.wikipedia.org/wiki/Geometry,None,University course,,en
Turing machine,Complexity,https://en.wikipedia.org/wiki/Turing_machine,https://en.wikipedia.org/wiki/Complexity,None,University course,,en
Control flow,Algorithm,https://en.wikipedia.org/wiki/Control_flow,https://en.wikipedia.org/wiki/Algorithm,None,University course,,en
Computer science,Computational problem,https://en.wikipedia.org/wiki/Computer_science,https://en.wikipedia.org/wiki/Computational_problem,A->B,University course,,en
Processor register,Parallel_(geometry) computing,https://en.wikipedia.org/wiki/Processor_register,https://en.wikipedia.org/wiki/Parallel_(geometry)_computing,None,University course,,en
Mathematical optimization,Gradient descent,https://en.wikipedia.org/wiki/Mathematical_optimization,https://en.wikipedia.org/wiki/Gradient_descent,A->B,University course,,en
Problem solving,Algorithm,https://en.wikipedia.org/wiki/Problem_solving,https://en.wikipedia.org/wiki/Algorithm,A->B,University course,,en
Parallel_(geometry) computing,Functional programming,https://en.wikipedia.org/wiki/Parallel_(geometry)_computing,https://en.wikipedia.org/wiki/Functional_programming,None,University course,,en
Compiler,Perl,https://en.wikipedia.org/wiki/Compiler,https://en.wikipedia.org/wiki/Perl,A->B,University course,,en
Computer science,Graph (abstract data type),https://en.wikipedia.org/wiki/Computer_science,https://en.wikipedia.org/wiki/Graph_(abstract_data_type),None,University course,,en
Algebra,Logic,https://en.wikipedia.org/wiki/Algebra,https://en.wikipedia.org/wiki/Logic,None,University course,,en
Programming language,Parametric oscillator,https://en.wikipedia.org/wiki/Programming_language,https://en.wikipedia.org/wiki/Parametric_oscillator,None,University course,,en
Probability,Pattern recognition,https://en.wikipedia.org/wiki/Probability,https://en.wikipedia.org/wiki/Pattern_recognition,A->B,University course,,en
Computer programming,Algorithm,https://en.wikipedia.org/wiki/Computer_programming,https://en.wikipedia.org/wiki/Algorithm,None,University course,,en
Computer network,Inter-process communication,https://en.wikipedia.org/wiki/Computer_network,https://en.wikipedia.org/wiki/Inter-process_communication,None,University course,,en
Scope (computer science),Java (programming language),https://en.wikipedia.org/wiki/Scope_(computer_science),https://en.wikipedia.org/wiki/Java_(programming_language),A->B,University course,,en
Parallel_(geometry) computing,Programming paradigm,https://en.wikipedia.org/wiki/Parallel_(geometry)_computing,https://en.wikipedia.org/wiki/Programming_paradigm,None,University course,,en
Computer,Computational geometry,https://en.wikipedia.org/wiki/Computer,https://en.wikipedia.org/wiki/Computational_geometry,A->B,University course,,en
Object-oriented programming,Prototype,https://en.wikipedia.org/wiki/Object-oriented_programming,https://en.wikipedia.org/wiki/Prototype,None,University course,,en
Computer,Machine learning,https://en.wikipedia.org/wiki/Computer,https://en.wikipedia.org/wiki/Machine_learning,A->B,University course,,en
Recursion,Foundations of mathematics,https://en.wikipedia.org/wiki/Recursion,https://en.wikipedia.org/wiki/Foundations_of_mathematics,None,University course,,en
Computer network,Data,https://en.wikipedia.org/wiki/Computer_network,https://en.wikipedia.org/wiki/Data,None,University course,,en
Computational geometry,Algorithm,https://en.wikipedia.org/wiki/Computational_geometry,https://en.wikipedia.org/wiki/Algorithm,None,University course,,en
Programming language,Information theory,https://en.wikipedia.org/wiki/Programming_language,https://en.wikipedia.org/wiki/Information_theory,None,University course,,en
Data (computing),Computer network,https://en.wikipedia.org/wiki/Data_(computing),https://en.wikipedia.org/wiki/Computer_network,A->B,University course,,en
Dynamic_programming,Algorithm,https://en.wikipedia.org/wiki/Dynamic_programming,https://en.wikipedia.org/wiki/Algorithm,None,University course,,en
SQL,Database,https://en.wikipedia.org/wiki/SQL,https://en.wikipedia.org/wiki/Database,None,University course,,en
Inter-process communication,Communication protocol,https://en.wikipedia.org/wiki/Inter-process_communication,https://en.wikipedia.org/wiki/Communication_protocol,None,University course,,en
Computational complexity theory,Turing machine,https://en.wikipedia.org/wiki/Computational_complexity_theory,https://en.wikipedia.org/wiki/Turing_machine,None,University course,,en
Number theory,Distributed computing,https://en.wikipedia.org/wiki/Number_theory,https://en.wikipedia.org/wiki/Distributed_computing,None,University course,,en
Assembly language,High-level programming language,https://en.wikipedia.org/wiki/Assembly_language,https://en.wikipedia.org/wiki/High-level_programming_language,None,University course,,en
Number theory,Game theory,https://en.wikipedia.org/wiki/Number_theory,https://en.wikipedia.org/wiki/Game_theory,None,University course,,en
Combinatorics,Bioinformatics,https://en.wikipedia.org/wiki/Combinatorics,https://en.wikipedia.org/wiki/Bioinformatics,None,University course,,en
Java (programming language),SQL,https://en.wikipedia.org/wiki/Java_(programming_language),https://en.wikipedia.org/wiki/SQL,None,University course,,en
Computer,Python (programming language),https://en.wikipedia.org/wiki/Computer,https://en.wikipedia.org/wiki/Python_(programming_language),A->B,University course,,en
Algorithm,Recursively enumerable set,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Computably_enumerable,A->B,University course,,en
Formal verification,Software testing,https://en.wikipedia.org/wiki/Formal_verification,https://en.wikipedia.org/wiki/Software_testing,None,University course,,en
Lisp (programming language),Artificial intelligence,https://en.wikipedia.org/wiki/Lisp_(programming_language),https://en.wikipedia.org/wiki/Artificial_intelligence,None,University course,,en
Programming language,Algorithm,https://en.wikipedia.org/wiki/Programming_language,https://en.wikipedia.org/wiki/Algorithm,None,University course,,en
Finite-state machine,String (computer science),https://en.wikipedia.org/wiki/Finite-state_machine,https://en.wikipedia.org/wiki/String_(computer_science),None,University course,,en
Online analytical processing,Database,https://en.wikipedia.org/wiki/Online_analytical_processing,https://en.wikipedia.org/wiki/Database,None,University course,,en
Software design,JavaScript,https://en.wikipedia.org/wiki/Software_design,https://en.wikipedia.org/wiki/JavaScript,None,University course,,en
C (programming language),Abstract interpretation,https://en.wikipedia.org/wiki/C_(programming_language),https://en.wikipedia.org/wiki/Abstract_interpretation,None,University course,,en
Computer programming,C (programming language),https://en.wikipedia.org/wiki/Computer_programming,https://en.wikipedia.org/wiki/C_(programming_language),A->B,University course,,en
Randomness,Stochastic process,https://en.wikipedia.org/wiki/Randomness,https://en.wikipedia.org/wiki/Stochastic_process,A->B,University course,,en
Machine learning,Probability,https://en.wikipedia.org/wiki/Machine_learning,https://en.wikipedia.org/wiki/Probability,None,University course,,en
Internet protocol suite,Internet,https://en.wikipedia.org/wiki/Internet_protocol_suite,https://en.wikipedia.org/wiki/Internet,None,University course,,en
Python (programming language),Object-oriented programming,https://en.wikipedia.org/wiki/Python_(programming_language),https://en.wikipedia.org/wiki/Object-oriented_programming,None,University course,,en
Relational model,Query optimization,https://en.wikipedia.org/wiki/Relational_model,https://en.wikipedia.org/wiki/Query_optimization,None,University course,,en
Distributed computing,Software engineering,https://en.wikipedia.org/wiki/Distributed_computing,https://en.wikipedia.org/wiki/Software_engineering,None,University course,,en
Computer network,Database,https://en.wikipedia.org/wiki/Computer_network,https://en.wikipedia.org/wiki/Database,None,University course,,en
Algorithm,Graph (abstract data type),https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Graph_(abstract_data_type),None,University course,,en
Finite-state machine,Software engineering,https://en.wikipedia.org/wiki/Finite-state_machine,https://en.wikipedia.org/wiki/Software_engineering,None,University course,,en
Configuration management,Software engineering,https://en.wikipedia.org/wiki/Configuration_management,https://en.wikipedia.org/wiki/Software_engineering,None,University course,,en
Combinatorics,Analysis of algorithms,https://en.wikipedia.org/wiki/Combinatorics,https://en.wikipedia.org/wiki/Analysis_of_algorithms,A->B,University course,,en
Combinatorics,Statistics,https://en.wikipedia.org/wiki/Combinatorics,https://en.wikipedia.org/wiki/Statistics,None,University course,,en
Query language,Database,https://en.wikipedia.org/wiki/Query_language,https://en.wikipedia.org/wiki/Database,None,University course,,en
Integer,Dimension,https://en.wikipedia.org/wiki/Integer,https://en.wikipedia.org/wiki/Dimension,None,University course,,en
Data structure,Java (programming language),https://en.wikipedia.org/wiki/Data_structure,https://en.wikipedia.org/wiki/Java_(programming_language),A->B,University course,,en
Discrete mathematics,Formal verification,https://en.wikipedia.org/wiki/Discrete_mathematics,https://en.wikipedia.org/wiki/Formal_verification,None,University course,,en
Data structure,Software engineering,https://en.wikipedia.org/wiki/Data_structure,https://en.wikipedia.org/wiki/Software_engineering,A->B,University course,,en
Information theory,Cryptography,https://en.wikipedia.org/wiki/Information_theory,https://en.wikipedia.org/wiki/Cryptography,None,University course,,en
Object-oriented programming,Higher-order function,https://en.wikipedia.org/wiki/Object-oriented_programming,https://en.wikipedia.org/wiki/Higher-order_function,None,University course,,en
Algorithm,Parallel_(geometry) algorithm,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Parallel_(geometry)_algorithm,A->B,University course,,en
User interface,Interaction design,https://en.wikipedia.org/wiki/User_interface,https://en.wikipedia.org/wiki/Interaction_design,A->B,University course,,en
Combinatorics,Algorithm,https://en.wikipedia.org/wiki/Combinatorics,https://en.wikipedia.org/wiki/Algorithm,None,University course,,en
Malware,Network security,https://en.wikipedia.org/wiki/Malware,https://en.wikipedia.org/wiki/Network_security,None,University course,,en
Computational geometry,Parsing,https://en.wikipedia.org/wiki/Computational_geometry,https://en.wikipedia.org/wiki/Parsing,None,University course,,en
P versus NP problem,Computational complexity theory,https://en.wikipedia.org/wiki/P_versus_NP_problem,https://en.wikipedia.org/wiki/Computational_complexity_theory,None,University course,,en
Mathematical proof,Mathematics,https://en.wikipedia.org/wiki/Mathematical_proof,https://en.wikipedia.org/wiki/Mathematics,None,University course,,en
Database,Relational database,https://en.wikipedia.org/wiki/Database,https://en.wikipedia.org/wiki/Relational_database,None,University course,,en
Email,Database,https://en.wikipedia.org/wiki/Email,https://en.wikipedia.org/wiki/Database,None,University course,,en
Fourier analysis,Statistics,https://en.wikipedia.org/wiki/Fourier_analysis,https://en.wikipedia.org/wiki/Statistics,None,University course,,en
Interactivity,Rendering (computer graphics),https://en.wikipedia.org/wiki/Interactivity,https://en.wikipedia.org/wiki/Rendering_(computer_graphics),None,University course,,en
Computer network,Packet switching,https://en.wikipedia.org/wiki/Computer_network,https://en.wikipedia.org/wiki/Packet_switching,A->B,University course,,en
Computer,Routing,https://en.wikipedia.org/wiki/Computer,https://en.wikipedia.org/wiki/Routing,A->B,University course,,en
Finite-state machine,Computer architecture,https://en.wikipedia.org/wiki/Finite-state_machine,https://en.wikipedia.org/wiki/Computer_architecture,None,University course,,en
Iterative method,Eigenvalues and eigenvectors,https://en.wikipedia.org/wiki/Iterative_method,https://en.wikipedia.org/wiki/Eigenvalues_and_eigenvectors,None,University course,,en
Python (programming language),Imperative programming,https://en.wikipedia.org/wiki/Python_(programming_language),https://en.wikipedia.org/wiki/Imperative_programming,None,University course,,en
Interpolation,Mathematical optimization,https://en.wikipedia.org/wiki/Interpolation,https://en.wikipedia.org/wiki/Mathematical_optimization,None,University course,,en
Halting problem,Turing machine,https://en.wikipedia.org/wiki/Halting_problem,https://en.wikipedia.org/wiki/Turing_machine,None,University course,,en
Computer multitasking,Operating system,https://en.wikipedia.org/wiki/Computer_multitasking,https://en.wikipedia.org/wiki/Operating_system,None,University course,,en
Shading,Rendering (computer graphics),https://en.wikipedia.org/wiki/Shading,https://en.wikipedia.org/wiki/Rendering_(computer_graphics),A->B,University course,,en
String (computer science),Data type,https://en.wikipedia.org/wiki/String_(computer_science),https://en.wikipedia.org/wiki/Data_type,None,University course,,en
Cryptography,Computer programming,https://en.wikipedia.org/wiki/Cryptography,https://en.wikipedia.org/wiki/Computer_programming,None,University course,,en
Cryptography,Authentication,https://en.wikipedia.org/wiki/Cryptography,https://en.wikipedia.org/wiki/Authentication,None,University course,,en
Statistical inference,Prediction,https://en.wikipedia.org/wiki/Statistical_inference,https://en.wikipedia.org/wiki/Prediction,None,University course,,en
Computing,Operating system,https://en.wikipedia.org/wiki/Computing,https://en.wikipedia.org/wiki/Operating_system,A->B,University course,,en
Combinatorics,Probability theory,https://en.wikipedia.org/wiki/Combinatorics,https://en.wikipedia.org/wiki/Probability_theory,None,University course,,en
Programming language,Lazy evaluation,https://en.wikipedia.org/wiki/Programming_language,https://en.wikipedia.org/wiki/Lazy_evaluation,A->B,University course,,en
Computability,Programming language,https://en.wikipedia.org/wiki/Computability,https://en.wikipedia.org/wiki/Programming_language,A->B,University course,,en
Reason,Artificial intelligence,https://en.wikipedia.org/wiki/Reason,https://en.wikipedia.org/wiki/Artificial_intelligence,A->B,University course,,en
Automata theory,Functional programming,https://en.wikipedia.org/wiki/Automata_theory,https://en.wikipedia.org/wiki/Functional_programming,None,University course,,en
Algorithm,Heuristic,https://en.wikipedia.org/wiki/Algorithm,https://en.wikipedia.org/wiki/Heuristic,None,University course,,en
Robot,Autonomous robot,https://en.wikipedia.org/wiki/Robot,https://en.wikipedia.org/wiki/Autonomous_robot,A->B,University course,,en
Computer,Virtual circuit,https://en.wikipedia.org/wiki/Computer,https://en.wikipedia.org/wiki/Virtual_circuit,None,University course,,en
Mathematics,Numerical analysis,https://en.wikipedia.org/wiki/Mathematics,https://en.wikipedia.org/wiki/Numerical_analysis,A->B,University course,,en
Cryptography,Internet,https://en.wikipedia.org/wiki/Cryptography,https://en.wikipedia.org/wiki/Internet,None,University course,,en
Computer science,Speech recognition,https://en.wikipedia.org/wiki/Computer_science,https://en.wikipedia.org/wiki/Speech_recognition,A->B,University course,,en
Computer science,Program analysis,https://en.wikipedia.org/wiki/Computer_science,https://en.wikipedia.org/wiki/Program_analysis,A->B,University course,,en
Physics,Probability,https://en.wikipedia.org/wiki/Physics,https://en.wikipedia.org/wiki/Probability,None,University course,,en
Network congestion,Computer network,https://en.wikipedia.org/wiki/Network_congestion,https://en.wikipedia.org/wiki/Computer_network,None,University course,,en
Image,Computer animation,https://en.wikipedia.org/wiki/Image,https://en.wikipedia.org/wiki/Computer_animation,A->B,University course,,en
Computational complexity theory,Randomized algorithm,https://en.wikipedia.org/wiki/Computational_complexity_theory,https://en.wikipedia.org/wiki/Randomized_algorithm,A->B,University course,,en
