A,B,linkA,linkB,prerequisites,source,domin,language
sort algorithm,search tree,https://en.wikipedia.org/wiki/Sorting_algorithm,https://en.wikipedia.org/wiki/Search_tree,None,ACL,W-DSA,en
spanning tree,search tree,https://en.wikipedia.org/wiki/Spanning_tree,https://en.wikipedia.org/wiki/Search_tree,None,ACL,W-DSA,en
sweep line algorithm,search tree,https://en.wikipedia.org/wiki/Sweep_line_algorithm,https://en.wikipedia.org/wiki/Search_tree,None,ACL,W-DSA,en
selection sort,select algorithm,https://en.wikipedia.org/wiki/Selection_sort,https://en.wikipedia.org/wiki/Selection_algorithm,A->B,ACL,W-DSA,en
shortest path,select algorithm,https://en.wikipedia.org/wiki/Shortest_path_problem,https://en.wikipedia.org/wiki/Selection_algorithm,None,ACL,W-DSA,en
sort algorithm,select algorithm,https://en.wikipedia.org/wiki/Sorting_algorithm,https://en.wikipedia.org/wiki/Selection_algorithm,A->B,ACL,W-DSA,en
shortest path,selection sort,https://en.wikipedia.org/wiki/Shortest_path_problem,https://en.wikipedia.org/wiki/Selection_sort,None,ACL,W-DSA,en
sort algorithm,selection sort,https://en.wikipedia.org/wiki/Sorting_algorithm,https://en.wikipedia.org/wiki/Selection_sort,A->B,ACL,W-DSA,en
shortest path problem,shortest path,https://en.wikipedia.org/wiki/Shortest_path_problem,https://en.wikipedia.org/wiki/Shortest_path_problem,A->B,ACL,W-DSA,en
sort algorithm,shortest path,https://en.wikipedia.org/wiki/Sorting_algorithm,https://en.wikipedia.org/wiki/Shortest_path_problem,None,ACL,W-DSA,en
spanning tree,shortest path,https://en.wikipedia.org/wiki/Spanning_tree,https://en.wikipedia.org/wiki/Shortest_path_problem,None,ACL,W-DSA,en
triangle inequality,shortest path,https://en.wikipedia.org/wiki/Triangle_inequality,https://en.wikipedia.org/wiki/Shortest_path_problem,None,ACL,W-DSA,en
spanning tree,shortest path problem,https://en.wikipedia.org/wiki/Spanning_tree,https://en.wikipedia.org/wiki/Shortest_path_problem,None,ACL,W-DSA,en
spanning tree,sort algorithm,https://en.wikipedia.org/wiki/Spanning_tree,https://en.wikipedia.org/wiki/Sorting_algorithm,None,ACL,W-DSA,en
triangle inequality,spanning tree,https://en.wikipedia.org/wiki/Triangle_inequality,https://en.wikipedia.org/wiki/Spanning_tree,None,ACL,W-DSA,en
feature vector,activation function,https://en.wikipedia.org/wiki/Feature_(machine_learning),https://en.wikipedia.org/wiki/Activation_function,None,ACL,W-ML,en
gradient descent,activation function,https://en.wikipedia.org/wiki/Gradient_descent,https://en.wikipedia.org/wiki/Activation_function,None,ACL,W-ML,en
linear regression,activation function,https://en.wikipedia.org/wiki/Linear_regression,https://en.wikipedia.org/wiki/Activation_function,None,ACL,W-ML,en
logistic function,activation function,https://en.wikipedia.org/wiki/Logistic_function,https://en.wikipedia.org/wiki/Activation_function,A->B,ACL,W-ML,en
logistic regression,activation function,https://en.wikipedia.org/wiki/Logistic_regression,https://en.wikipedia.org/wiki/Activation_function,None,ACL,W-ML,en
Loss_function,activation function,https://en.wikipedia.org/wiki/Loss_function,https://en.wikipedia.org/wiki/Activation_function,None,ACL,W-ML,en
neural network,activation function,https://en.wikipedia.org/wiki/Neural_network,https://en.wikipedia.org/wiki/Activation_function,A->B,ACL,W-ML,en
optimization problem,activation function,https://en.wikipedia.org/wiki/Optimization_problem,https://en.wikipedia.org/wiki/Activation_function,None,ACL,W-ML,en
partial derivative,activation function,https://en.wikipedia.org/wiki/Partial_derivative,https://en.wikipedia.org/wiki/Activation_function,None,ACL,W-ML,en
sigmoid function,activation function,https://en.wikipedia.org/wiki/Sigmoid_function,https://en.wikipedia.org/wiki/Activation_function,A->B,ACL,W-ML,en
supervised learning,activation function,https://en.wikipedia.org/wiki/Supervised_learning,https://en.wikipedia.org/wiki/Activation_function,None,ACL,W-ML,en
support vector machine,activation function,https://en.wikipedia.org/wiki/Support-vector_machine,https://en.wikipedia.org/wiki/Activation_function,None,ACL,W-ML,en
test data,activation function,https://en.wikipedia.org/wiki/Test_data,https://en.wikipedia.org/wiki/Activation_function,None,ACL,W-ML,en
training data set,activation function,"https://en.wikipedia.org/wiki/Training,_validation,_and_test_sets",https://en.wikipedia.org/wiki/Activation_function,None,ACL,W-ML,en
computer vision,anomaly detection,https://en.wikipedia.org/wiki/Computer_vision,https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
covariance matrix,anomaly detection,https://en.wikipedia.org/wiki/Covariance_matrix,https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
data set,anomaly detection,https://en.wikipedia.org/wiki/Data_set,https://en.wikipedia.org/wiki/Anomaly_detection,A->B,ACL,W-ML,en
Error_analysis_(mathematics),anomaly detection,https://en.wikipedia.org/wiki/Error_analysis,https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
f score,anomaly detection,https://en.wikipedia.org/wiki/F-score,https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
false negative,anomaly detection,https://en.wikipedia.org/wiki/False_positives_and_false_negatives,https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
false positives,anomaly detection,https://en.wikipedia.org/wiki/False_positives_and_false_negatives,https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
feature vector,anomaly detection,https://en.wikipedia.org/wiki/Feature_(machine_learning),https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
gaussian density,anomaly detection,https://en.wikipedia.org/wiki/Normal_distribution,https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
hierarchical Computer_cluster,anomaly detection,https://en.wikipedia.org/wiki/Hierarchical_Computer_cluster,https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
Identity_matrix,anomaly detection,https://en.wikipedia.org/wiki/Identity_matrix,https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
learning curve,anomaly detection,https://en.wikipedia.org/wiki/Learning_curve,https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
linear algebra,anomaly detection,https://en.wikipedia.org/wiki/Linear_algebra,https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
linear regression,anomaly detection,https://en.wikipedia.org/wiki/Linear_regression,https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
logistic regression,anomaly detection,https://en.wikipedia.org/wiki/Logistic_regression,https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
machine learning,anomaly detection,https://en.wikipedia.org/wiki/Machine_learning,https://en.wikipedia.org/wiki/Anomaly_detection,A->B,ACL,W-ML,en
maximum likelihood,anomaly detection,https://en.wikipedia.org/wiki/Maximum_likelihood_estimation,https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
neural network,anomaly detection,https://en.wikipedia.org/wiki/Neural_network,https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
probability density,anomaly detection,https://en.wikipedia.org/wiki/Probability_density_function,https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
random variable,anomaly detection,https://en.wikipedia.org/wiki/Random_variable,https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
recommender system,anomaly detection,https://en.wikipedia.org/wiki/Recommender_system,https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
standard deviation,anomaly detection,https://en.wikipedia.org/wiki/Standard_deviation,https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
supervised learning,anomaly detection,https://en.wikipedia.org/wiki/Supervised_learning,https://en.wikipedia.org/wiki/Anomaly_detection,A->B,ACL,W-ML,en
symmetric matrix,anomaly detection,https://en.wikipedia.org/wiki/Symmetric_matrix,https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
test data,anomaly detection,https://en.wikipedia.org/wiki/Test_data,https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
test data,anomaly detection,https://en.wikipedia.org/wiki/Test_data,https://en.wikipedia.org/wiki/Anomaly_detection,None,ACL,W-ML,en
training data set,anomaly detection,"https://en.wikipedia.org/wiki/Training,_validation,_and_test_sets",https://en.wikipedia.org/wiki/Anomaly_detection,A->B,ACL,W-ML,en
unsupervised learning,anomaly detection,https://en.wikipedia.org/wiki/Unsupervised_learning,https://en.wikipedia.org/wiki/Anomaly_detection,A->B,ACL,W-ML,en
coordinate descent,bayesian inference,https://en.wikipedia.org/wiki/Coordinate_descent,https://en.wikipedia.org/wiki/Bayesian_inference,None,ACL,W-ML,en
data set,bayesian inference,https://en.wikipedia.org/wiki/Data_set,https://en.wikipedia.org/wiki/Bayesian_inference,A->B,ACL,W-ML,en
gibbs sampler,bayesian inference,https://en.wikipedia.org/wiki/Gibbs_sampling,https://en.wikipedia.org/wiki/Bayesian_inference,A->B,ACL,W-ML,en
gradient descent,bayesian inference,https://en.wikipedia.org/wiki/Gradient_descent,https://en.wikipedia.org/wiki/Bayesian_inference,None,ACL,W-ML,en
latent dirichlet allocation,bayesian inference,https://en.wikipedia.org/wiki/Latent_Dirichlet_allocation,https://en.wikipedia.org/wiki/Bayesian_inference,A->B,ACL,W-ML,en
Loss_function,bayesian inference,https://en.wikipedia.org/wiki/Loss_function,https://en.wikipedia.org/wiki/Bayesian_inference,None,ACL,W-ML,en
machine learning,bayesian inference,https://en.wikipedia.org/wiki/Machine_learning,https://en.wikipedia.org/wiki/Bayesian_inference,A->B,ACL,W-ML,en
maximum likelihood,bayesian inference,https://en.wikipedia.org/wiki/Maximum_likelihood_estimation,https://en.wikipedia.org/wiki/Bayesian_inference,A->B,ACL,W-ML,en
mixture model,bayesian inference,https://en.wikipedia.org/wiki/Mixture_model,https://en.wikipedia.org/wiki/Bayesian_inference,None,ACL,W-ML,en
nearest neighbor search,bayesian inference,https://en.wikipedia.org/wiki/Nearest_neighbor_search,https://en.wikipedia.org/wiki/Bayesian_inference,None,ACL,W-ML,en
Stochastic_gradient_descent,bayesian inference,https://en.wikipedia.org/wiki/Stochastic_gradient_descent,https://en.wikipedia.org/wiki/Bayesian_inference,None,ACL,W-ML,en
supervised learning,bayesian inference,https://en.wikipedia.org/wiki/Supervised_learning,https://en.wikipedia.org/wiki/Bayesian_inference,None,ACL,W-ML,en
unsupervised learning,bayesian inference,https://en.wikipedia.org/wiki/Unsupervised_learning,https://en.wikipedia.org/wiki/Bayesian_inference,None,ACL,W-ML,en
data set,binary classification,https://en.wikipedia.org/wiki/Data_set,https://en.wikipedia.org/wiki/Binary_classification,A->B,ACL,W-ML,en
decision tree,binary classification,https://en.wikipedia.org/wiki/Decision_tree,https://en.wikipedia.org/wiki/Binary_classification,None,ACL,W-ML,en
Error_analysis_(mathematics),binary classification,https://en.wikipedia.org/wiki/Error_analysis,https://en.wikipedia.org/wiki/Binary_classification,None,ACL,W-ML,en
false negative,binary classification,https://en.wikipedia.org/wiki/False_positives_and_false_negatives,https://en.wikipedia.org/wiki/Binary_classification,None,ACL,W-ML,en
false positives,binary classification,https://en.wikipedia.org/wiki/False_positives_and_false_negatives,https://en.wikipedia.org/wiki/Binary_classification,None,ACL,W-ML,en
greedy algorithm,binary classification,https://en.wikipedia.org/wiki/Greedy_algorithm,https://en.wikipedia.org/wiki/Binary_classification,None,ACL,W-ML,en
linear classifier,binary classification,https://en.wikipedia.org/wiki/Linear_classifier,https://en.wikipedia.org/wiki/Binary_classification,None,ACL,W-ML,en
linear regression,binary classification,https://en.wikipedia.org/wiki/Linear_regression,https://en.wikipedia.org/wiki/Binary_classification,None,ACL,W-ML,en
logistic regression,binary classification,https://en.wikipedia.org/wiki/Logistic_regression,https://en.wikipedia.org/wiki/Binary_classification,None,ACL,W-ML,en
Loss_function,binary classification,https://en.wikipedia.org/wiki/Loss_function,https://en.wikipedia.org/wiki/Binary_classification,None,ACL,W-ML,en
machine learning,binary classification,https://en.wikipedia.org/wiki/Machine_learning,https://en.wikipedia.org/wiki/Binary_classification,A->B,ACL,W-ML,en
multi-class classification,binary classification,https://en.wikipedia.org/wiki/Multiclass_classification,https://en.wikipedia.org/wiki/Binary_classification,A->B,ACL,W-ML,en
neural network,binary classification,https://en.wikipedia.org/wiki/Neural_network,https://en.wikipedia.org/wiki/Binary_classification,A->B,ACL,W-ML,en
test data,binary classification,https://en.wikipedia.org/wiki/Test_data,https://en.wikipedia.org/wiki/Binary_classification,A->B,ACL,W-ML,en
training data set,binary classification,"https://en.wikipedia.org/wiki/Training,_validation,_and_test_sets",https://en.wikipedia.org/wiki/Binary_classification,A->B,ACL,W-ML,en
computer vision,collaborative filtering,https://en.wikipedia.org/wiki/Computer_vision,https://en.wikipedia.org/wiki/Collaborative_filtering,None,ACL,W-ML,en
coordinate descent,collaborative filtering,https://en.wikipedia.org/wiki/Coordinate_descent,https://en.wikipedia.org/wiki/Collaborative_filtering,None,ACL,W-ML,en
data set,collaborative filtering,https://en.wikipedia.org/wiki/Data_set,https://en.wikipedia.org/wiki/Collaborative_filtering,A->B,ACL,W-ML,en
Decision_boundary,collaborative filtering,https://en.wikipedia.org/wiki/Decision_boundary,https://en.wikipedia.org/wiki/Collaborative_filtering,None,ACL,W-ML,en
decision tree,collaborative filtering,https://en.wikipedia.org/wiki/Decision_tree,https://en.wikipedia.org/wiki/Collaborative_filtering,None,ACL,W-ML,en
deep learning,collaborative filtering,https://en.wikipedia.org/wiki/Deep_learning,https://en.wikipedia.org/wiki/Collaborative_filtering,None,ACL,W-ML,en
document retrieval,collaborative filtering,https://en.wikipedia.org/wiki/Document_retrieval,https://en.wikipedia.org/wiki/Collaborative_filtering,None,ACL,W-ML,en
feature vector,collaborative filtering,https://en.wikipedia.org/wiki/Feature_(machine_learning),https://en.wikipedia.org/wiki/Collaborative_filtering,A->B,ACL,W-ML,en
gradient descent,collaborative filtering,https://en.wikipedia.org/wiki/Gradient_descent,https://en.wikipedia.org/wiki/Collaborative_filtering,None,ACL,W-ML,en
inner product,collaborative filtering,https://en.wikipedia.org/wiki/Inner_product_space,https://en.wikipedia.org/wiki/Collaborative_filtering,None,ACL,W-ML,en
latent dirichlet allocation,collaborative filtering,https://en.wikipedia.org/wiki/Latent_Dirichlet_allocation,https://en.wikipedia.org/wiki/Collaborative_filtering,None,ACL,W-ML,en
linear algebra,collaborative filtering,https://en.wikipedia.org/wiki/Linear_algebra,https://en.wikipedia.org/wiki/Collaborative_filtering,A->B,ACL,W-ML,en
linear classifier,collaborative filtering,https://en.wikipedia.org/wiki/Linear_classifier,https://en.wikipedia.org/wiki/Collaborative_filtering,None,ACL,W-ML,en
linear regression,collaborative filtering,https://en.wikipedia.org/wiki/Linear_regression,https://en.wikipedia.org/wiki/Collaborative_filtering,None,ACL,W-ML,en
logistic regression,collaborative filtering,https://en.wikipedia.org/wiki/Logistic_regression,https://en.wikipedia.org/wiki/Collaborative_filtering,None,ACL,W-ML,en
Loss_function,collaborative filtering,https://en.wikipedia.org/wiki/Loss_function,https://en.wikipedia.org/wiki/Collaborative_filtering,None,ACL,W-ML,en
machine learning,collaborative filtering,https://en.wikipedia.org/wiki/Machine_learning,https://en.wikipedia.org/wiki/Collaborative_filtering,A->B,ACL,W-ML,en
maximum likelihood,collaborative filtering,https://en.wikipedia.org/wiki/Maximum_likelihood_estimation,https://en.wikipedia.org/wiki/Collaborative_filtering,None,ACL,W-ML,en
neural network,collaborative filtering,https://en.wikipedia.org/wiki/Neural_network,https://en.wikipedia.org/wiki/Collaborative_filtering,None,ACL,W-ML,en
optimization problem,collaborative filtering,https://en.wikipedia.org/wiki/Optimization_problem,https://en.wikipedia.org/wiki/Collaborative_filtering,None,ACL,W-ML,en
partial derivative,collaborative filtering,https://en.wikipedia.org/wiki/Partial_derivative,https://en.wikipedia.org/wiki/Collaborative_filtering,None,ACL,W-ML,en
recommender system,collaborative filtering,https://en.wikipedia.org/wiki/Recommender_system,https://en.wikipedia.org/wiki/Collaborative_filtering,A->B,ACL,W-ML,en
sentiment analysis,collaborative filtering,https://en.wikipedia.org/wiki/Sentiment_analysis,https://en.wikipedia.org/wiki/Collaborative_filtering,None,ACL,W-ML,en
Stochastic_gradient_descent,collaborative filtering,https://en.wikipedia.org/wiki/Stochastic_gradient_descent,https://en.wikipedia.org/wiki/Collaborative_filtering,None,ACL,W-ML,en
support vector machine,collaborative filtering,https://en.wikipedia.org/wiki/Support-vector_machine,https://en.wikipedia.org/wiki/Collaborative_filtering,None,ACL,W-ML,en
symmetric matrix,collaborative filtering,https://en.wikipedia.org/wiki/Symmetric_matrix,https://en.wikipedia.org/wiki/Collaborative_filtering,A->B,ACL,W-ML,en
test data,collaborative filtering,https://en.wikipedia.org/wiki/Test_data,https://en.wikipedia.org/wiki/Collaborative_filtering,A->B,ACL,W-ML,en
training data set,collaborative filtering,"https://en.wikipedia.org/wiki/Training,_validation,_and_test_sets",https://en.wikipedia.org/wiki/Collaborative_filtering,A->B,ACL,W-ML,en
coordinate descent,computer vision,https://en.wikipedia.org/wiki/Coordinate_descent,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
data set,computer vision,https://en.wikipedia.org/wiki/Data_set,https://en.wikipedia.org/wiki/Computer_vision,A->B,ACL,W-ML,en
Decision_boundary,computer vision,https://en.wikipedia.org/wiki/Decision_boundary,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
decision tree,computer vision,https://en.wikipedia.org/wiki/Decision_tree,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
deep learning,computer vision,https://en.wikipedia.org/wiki/Deep_learning,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
document retrieval,computer vision,https://en.wikipedia.org/wiki/Document_retrieval,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
Error_analysis_(mathematics),computer vision,https://en.wikipedia.org/wiki/Error_analysis,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
f score,computer vision,https://en.wikipedia.org/wiki/F-score,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
face detection,computer vision,https://en.wikipedia.org/wiki/Face_detection,https://en.wikipedia.org/wiki/Computer_vision,A->B,ACL,W-ML,en
feature extraction,computer vision,https://en.wikipedia.org/wiki/Feature_extraction,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
feature vector,computer vision,https://en.wikipedia.org/wiki/Feature_(machine_learning),https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
gradient descent,computer vision,https://en.wikipedia.org/wiki/Gradient_descent,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
Image_retrieval,computer vision,https://en.wikipedia.org/wiki/Image_retrieval,https://en.wikipedia.org/wiki/Computer_vision,A->B,ACL,W-ML,en
Kernel_function,computer vision,https://en.wikipedia.org/wiki/Positive-definite_kernel,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
latent dirichlet allocation,computer vision,https://en.wikipedia.org/wiki/Latent_Dirichlet_allocation,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
learning curve,computer vision,https://en.wikipedia.org/wiki/Learning_curve,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
linear classifier,computer vision,https://en.wikipedia.org/wiki/Linear_classifier,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
linear regression,computer vision,https://en.wikipedia.org/wiki/Linear_regression,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
logistic regression,computer vision,https://en.wikipedia.org/wiki/Logistic_regression,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
Loss_function,computer vision,https://en.wikipedia.org/wiki/Loss_function,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
machine learning,computer vision,https://en.wikipedia.org/wiki/Machine_learning,https://en.wikipedia.org/wiki/Computer_vision,A->B,ACL,W-ML,en
maximum likelihood,computer vision,https://en.wikipedia.org/wiki/Maximum_likelihood_estimation,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
multi-class classification,computer vision,https://en.wikipedia.org/wiki/Multiclass_classification,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
neural network,computer vision,https://en.wikipedia.org/wiki/Neural_network,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
pedestrian detection,computer vision,https://en.wikipedia.org/wiki/Pedestrian_detection,https://en.wikipedia.org/wiki/Computer_vision,A->B,ACL,W-ML,en
recommender system,computer vision,https://en.wikipedia.org/wiki/Recommender_system,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
sentiment analysis,computer vision,https://en.wikipedia.org/wiki/Sentiment_analysis,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
sigmoid function,computer vision,https://en.wikipedia.org/wiki/Sigmoid_function,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
Stochastic_gradient_descent,computer vision,https://en.wikipedia.org/wiki/Stochastic_gradient_descent,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
supervised learning,computer vision,https://en.wikipedia.org/wiki/Supervised_learning,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
support vector machine,computer vision,https://en.wikipedia.org/wiki/Support-vector_machine,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
test data,computer vision,https://en.wikipedia.org/wiki/Test_data,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
test data,computer vision,https://en.wikipedia.org/wiki/Test_data,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
training data set,computer vision,"https://en.wikipedia.org/wiki/Training,_validation,_and_test_sets",https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
unsupervised learning,computer vision,https://en.wikipedia.org/wiki/Unsupervised_learning,https://en.wikipedia.org/wiki/Computer_vision,None,ACL,W-ML,en
convex function,concave function,https://en.wikipedia.org/wiki/Convex_function,https://en.wikipedia.org/wiki/Concave_function,None,ACL,W-ML,en
data set,conditional probabilities,https://en.wikipedia.org/wiki/Data_set,https://en.wikipedia.org/wiki/Conditional_probability,None,ACL,W-ML,en
data set,confusion matrix,https://en.wikipedia.org/wiki/Data_set,https://en.wikipedia.org/wiki/Confusion_matrix,A->B,ACL,W-ML,en
false negative,confusion matrix,https://en.wikipedia.org/wiki/False_positives_and_false_negatives,https://en.wikipedia.org/wiki/Confusion_matrix,A->B,ACL,W-ML,en
false positives,confusion matrix,https://en.wikipedia.org/wiki/False_positives_and_false_negatives,https://en.wikipedia.org/wiki/Confusion_matrix,A->B,ACL,W-ML,en
logistic regression,confusion matrix,https://en.wikipedia.org/wiki/Logistic_regression,https://en.wikipedia.org/wiki/Confusion_matrix,None,ACL,W-ML,en
sentiment analysis,confusion matrix,https://en.wikipedia.org/wiki/Sentiment_analysis,https://en.wikipedia.org/wiki/Confusion_matrix,None,ACL,W-ML,en
test data,confusion matrix,https://en.wikipedia.org/wiki/Test_data,https://en.wikipedia.org/wiki/Confusion_matrix,None,ACL,W-ML,en
test data,confusion matrix,https://en.wikipedia.org/wiki/Test_data,https://en.wikipedia.org/wiki/Confusion_matrix,None,ACL,W-ML,en
training data set,confusion matrix,"https://en.wikipedia.org/wiki/Training,_validation,_and_test_sets",https://en.wikipedia.org/wiki/Confusion_matrix,None,ACL,W-ML,en
coordinate descent,convex function,https://en.wikipedia.org/wiki/Coordinate_descent,https://en.wikipedia.org/wiki/Convex_function,None,ACL,W-ML,en
data set,convex function,https://en.wikipedia.org/wiki/Data_set,https://en.wikipedia.org/wiki/Convex_function,None,ACL,W-ML,en
global optimum,convex function,https://en.wikipedia.org/wiki/Maxima_and_minima,https://en.wikipedia.org/wiki/Convex_function,None,ACL,W-ML,en
gradient descent,convex function,https://en.wikipedia.org/wiki/Gradient_descent,https://en.wikipedia.org/wiki/Convex_function,A->B,ACL,W-ML,en
least squares,convex function,https://en.wikipedia.org/wiki/Least_squares,https://en.wikipedia.org/wiki/Convex_function,None,ACL,W-ML,en
likelihood function,convex function,https://en.wikipedia.org/wiki/Likelihood_function,https://en.wikipedia.org/wiki/Convex_function,None,ACL,W-ML,en
linear algebra,convex function,https://en.wikipedia.org/wiki/Linear_algebra,https://en.wikipedia.org/wiki/Convex_function,None,ACL,W-ML,en
linear regression,convex function,https://en.wikipedia.org/wiki/Linear_regression,https://en.wikipedia.org/wiki/Convex_function,None,ACL,W-ML,en
local optima,convex function,https://en.wikipedia.org/wiki/Local_optimum,https://en.wikipedia.org/wiki/Convex_function,None,ACL,W-ML,en
logistic regression,convex function,https://en.wikipedia.org/wiki/Logistic_regression,https://en.wikipedia.org/wiki/Convex_function,None,ACL,W-ML,en
Loss_function,convex function,https://en.wikipedia.org/wiki/Loss_function,https://en.wikipedia.org/wiki/Convex_function,None,ACL,W-ML,en
machine learning,convex function,https://en.wikipedia.org/wiki/Machine_learning,https://en.wikipedia.org/wiki/Convex_function,None,ACL,W-ML,en
optimization problem,convex function,https://en.wikipedia.org/wiki/Optimization_problem,https://en.wikipedia.org/wiki/Convex_function,None,ACL,W-ML,en
partial derivative,convex function,https://en.wikipedia.org/wiki/Partial_derivative,https://en.wikipedia.org/wiki/Convex_function,None,ACL,W-ML,en
polynomial regression,convex function,https://en.wikipedia.org/wiki/Polynomial_regression,https://en.wikipedia.org/wiki/Convex_function,None,ACL,W-ML,en
Stochastic_gradient_descent,convex function,https://en.wikipedia.org/wiki/Stochastic_gradient_descent,https://en.wikipedia.org/wiki/Convex_function,A->B,ACL,W-ML,en
supervised learning,convex function,https://en.wikipedia.org/wiki/Supervised_learning,https://en.wikipedia.org/wiki/Convex_function,None,ACL,W-ML,en
training data set,convex function,"https://en.wikipedia.org/wiki/Training,_validation,_and_test_sets",https://en.wikipedia.org/wiki/Convex_function,None,ACL,W-ML,en
data set,coordinate descent,https://en.wikipedia.org/wiki/Data_set,https://en.wikipedia.org/wiki/Coordinate_descent,None,ACL,W-ML,en
decision tree,coordinate descent,https://en.wikipedia.org/wiki/Decision_tree,https://en.wikipedia.org/wiki/Coordinate_descent,None,ACL,W-ML,en
deep learning,coordinate descent,https://en.wikipedia.org/wiki/Deep_learning,https://en.wikipedia.org/wiki/Coordinate_descent,None,ACL,W-ML,en
document retrieval,coordinate descent,https://en.wikipedia.org/wiki/Document_retrieval,https://en.wikipedia.org/wiki/Coordinate_descent,None,ACL,W-ML,en
feature selection,coordinate descent,https://en.wikipedia.org/wiki/Feature_selection,https://en.wikipedia.org/wiki/Coordinate_descent,None,ACL,W-ML,en
gibbs sampler,coordinate descent,https://en.wikipedia.org/wiki/Gibbs_sampling,https://en.wikipedia.org/wiki/Coordinate_descent,None,ACL,W-ML,en
global optimum,coordinate descent,https://en.wikipedia.org/wiki/Maxima_and_minima,https://en.wikipedia.org/wiki/Coordinate_descent,A->B,ACL,W-ML,en
gradient descent,coordinate descent,https://en.wikipedia.org/wiki/Gradient_descent,https://en.wikipedia.org/wiki/Coordinate_descent,None,ACL,W-ML,en
greedy algorithm,coordinate descent,https://en.wikipedia.org/wiki/Greedy_algorithm,https://en.wikipedia.org/wiki/Coordinate_descent,None,ACL,W-ML,en
kernel regression,coordinate descent,https://en.wikipedia.org/wiki/Kernel_regression,https://en.wikipedia.org/wiki/Coordinate_descent,None,ACL,W-ML,en
latent dirichlet allocation,coordinate descent,https://en.wikipedia.org/wiki/Latent_Dirichlet_allocation,https://en.wikipedia.org/wiki/Coordinate_descent,None,ACL,W-ML,en
least squares,coordinate descent,https://en.wikipedia.org/wiki/Least_squares,https://en.wikipedia.org/wiki/Coordinate_descent,None,ACL,W-ML,en
