视频A顺序,视频B顺序,投票结果,视频A标题,视频B标题,视频A网站,视频B网站
6,16,0,sign diagrams solution sets and intervals part 1,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/HtwaG/sign-diagrams-solution-sets-and-intervals-part-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions
6,21,1,sign diagrams solution sets and intervals part 1,sine cosine and tangent,https://www.coursera.org/learn/introduction-to-calculus/lecture/HtwaG/sign-diagrams-solution-sets-and-intervals-part-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/ymKdB/sine-cosine-and-tangent
6,24,0,sign diagrams solution sets and intervals part 1,introduction to module 3,https://www.coursera.org/learn/introduction-to-calculus/lecture/HtwaG/sign-diagrams-solution-sets-and-intervals-part-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/K1zHY/introduction-to-module-3
6,25,1,sign diagrams solution sets and intervals part 1,slopes and average rates of change,https://www.coursera.org/learn/introduction-to-calculus/lecture/HtwaG/sign-diagrams-solution-sets-and-intervals-part-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/MDrBm/slopes-and-average-rates-of-change
6,26,0,sign diagrams solution sets and intervals part 1,displacement velocity and acceleration,https://www.coursera.org/learn/introduction-to-calculus/lecture/HtwaG/sign-diagrams-solution-sets-and-intervals-part-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/HTiQ8/displacement-velocity-and-acceleration
6,28,1,sign diagrams solution sets and intervals part 1,different kinds of limits,https://www.coursera.org/learn/introduction-to-calculus/lecture/HtwaG/sign-diagrams-solution-sets-and-intervals-part-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/KVVev/different-kinds-of-limits
6,30,1,sign diagrams solution sets and intervals part 1,limits and continuity,https://www.coursera.org/learn/introduction-to-calculus/lecture/HtwaG/sign-diagrams-solution-sets-and-intervals-part-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/r7868/limits-and-continuity
6,31,0,sign diagrams solution sets and intervals part 1,the derivative as a limit,https://www.coursera.org/learn/introduction-to-calculus/lecture/HtwaG/sign-diagrams-solution-sets-and-intervals-part-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/k0N5O/the-derivative-as-a-limit
6,34,0,sign diagrams solution sets and intervals part 1,differentials and applications part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/HtwaG/sign-diagrams-solution-sets-and-intervals-part-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/pbxLi/differentials-and-applications-part-1
6,36,0,sign diagrams solution sets and intervals part 1,introduction to module 4,https://www.coursera.org/learn/introduction-to-calculus/lecture/HtwaG/sign-diagrams-solution-sets-and-intervals-part-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/djq5C/introduction-to-module-4
6,42,0,sign diagrams solution sets and intervals part 1,the chain rule,https://www.coursera.org/learn/introduction-to-calculus/lecture/HtwaG/sign-diagrams-solution-sets-and-intervals-part-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/UO0Vw/the-chain-rule
6,49,0,sign diagrams solution sets and intervals part 1,the second derivative test,https://www.coursera.org/learn/introduction-to-calculus/lecture/HtwaG/sign-diagrams-solution-sets-and-intervals-part-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/v1UcB/the-second-derivative-test
6,53,0,sign diagrams solution sets and intervals part 1,riemann sums and definite integrals,https://www.coursera.org/learn/introduction-to-calculus/lecture/HtwaG/sign-diagrams-solution-sets-and-intervals-part-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/naOHr/riemann-sums-and-definite-integrals
6,58,0,sign diagrams solution sets and intervals part 1,integration by substitution part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/HtwaG/sign-diagrams-solution-sets-and-intervals-part-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/smxO5/integration-by-substitution-part-2
6,59,1,sign diagrams solution sets and intervals part 1,odd and even functions part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/HtwaG/sign-diagrams-solution-sets-and-intervals-part-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/zrkmT/odd-and-even-functions-part-1
6,61,0,sign diagrams solution sets and intervals part 1,the logistic function part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/HtwaG/sign-diagrams-solution-sets-and-intervals-part-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/KEUnf/the-logistic-function-part-1
6,63,0,sign diagrams solution sets and intervals part 1,the escape velocity of a rocket,https://www.coursera.org/learn/introduction-to-calculus/lecture/HtwaG/sign-diagrams-solution-sets-and-intervals-part-1,https://www.coursera.org/learn/introduction-to-calculus/lecture/WBOa9/the-escape-velocity-of-a-rocket
7,8,1,sign diagrams solution sets and intervals part 2,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems
7,11,0,sign diagrams solution sets and intervals part 2,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2
7,12,0,sign diagrams solution sets and intervals part 2,parabolas and quadratics,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/XI618/parabolas-and-quadratics
7,16,0,sign diagrams solution sets and intervals part 2,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions
7,21,1,sign diagrams solution sets and intervals part 2,sine cosine and tangent,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/ymKdB/sine-cosine-and-tangent
7,22,0,sign diagrams solution sets and intervals part 2,the unit circle and trigonometry,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/B27eO/the-unit-circle-and-trigonometry
7,24,0,sign diagrams solution sets and intervals part 2,introduction to module 3,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/K1zHY/introduction-to-module-3
7,25,0,sign diagrams solution sets and intervals part 2,slopes and average rates of change,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/MDrBm/slopes-and-average-rates-of-change
7,26,0,sign diagrams solution sets and intervals part 2,displacement velocity and acceleration,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/HTiQ8/displacement-velocity-and-acceleration
7,27,0,sign diagrams solution sets and intervals part 2,tangent lines and secants,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/se5Va/tangent-lines-and-secants
7,28,0,sign diagrams solution sets and intervals part 2,different kinds of limits,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/KVVev/different-kinds-of-limits
7,29,1,sign diagrams solution sets and intervals part 2,limit laws,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/OZvUR/limit-laws
7,30,1,sign diagrams solution sets and intervals part 2,limits and continuity,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/r7868/limits-and-continuity
7,31,0,sign diagrams solution sets and intervals part 2,the derivative as a limit,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/k0N5O/the-derivative-as-a-limit
7,34,0,sign diagrams solution sets and intervals part 2,differentials and applications part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/pbxLi/differentials-and-applications-part-1
7,35,abandon,sign diagrams solution sets and intervals part 2,differentials and applications part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/RTRQ2/differentials-and-applications-part-2
7,36,0,sign diagrams solution sets and intervals part 2,introduction to module 4,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/djq5C/introduction-to-module-4
7,41,1,sign diagrams solution sets and intervals part 2,curve sketching,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/yNkJk/curve-sketching
7,49,0,sign diagrams solution sets and intervals part 2,the second derivative test,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/v1UcB/the-second-derivative-test
7,53,0,sign diagrams solution sets and intervals part 2,riemann sums and definite integrals,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/naOHr/riemann-sums-and-definite-integrals
7,57,0,sign diagrams solution sets and intervals part 2,integration by substitution part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/ATYjZ/integration-by-substitution-part-1
7,58,0,sign diagrams solution sets and intervals part 2,integration by substitution part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/smxO5/integration-by-substitution-part-2
7,59,0,sign diagrams solution sets and intervals part 2,odd and even functions part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/zrkmT/odd-and-even-functions-part-1
7,61,0,sign diagrams solution sets and intervals part 2,the logistic function part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/KEUnf/the-logistic-function-part-1
7,62,0,sign diagrams solution sets and intervals part 2,the logistic function part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/7MK92/the-logistic-function-part-2
7,63,0,sign diagrams solution sets and intervals part 2,the escape velocity of a rocket,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,https://www.coursera.org/learn/introduction-to-calculus/lecture/WBOa9/the-escape-velocity-of-a-rocket
8,9,1,coordinate systems,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value
8,11,0,coordinate systems,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2
8,12,1,coordinate systems,parabolas and quadratics,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/XI618/parabolas-and-quadratics
8,14,1,coordinate systems,functions as rules with domain range and graph,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/IxW5B/functions-as-rules-with-domain-range-and-graph
8,15,1,coordinate systems,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions
8,16,1,coordinate systems,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions
8,18,1,coordinate systems,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function
8,20,1,coordinate systems,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay
8,22,1,coordinate systems,the unit circle and trigonometry,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/B27eO/the-unit-circle-and-trigonometry
8,23,1,coordinate systems,inverse circular functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/pXOoI/inverse-circular-functions
8,24,0,coordinate systems,introduction to module 3,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/K1zHY/introduction-to-module-3
8,25,1,coordinate systems,slopes and average rates of change,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/MDrBm/slopes-and-average-rates-of-change
8,26,1,coordinate systems,displacement velocity and acceleration,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/HTiQ8/displacement-velocity-and-acceleration
8,27,1,coordinate systems,tangent lines and secants,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/se5Va/tangent-lines-and-secants
8,28,1,coordinate systems,different kinds of limits,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/KVVev/different-kinds-of-limits
8,29,1,coordinate systems,limit laws,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/OZvUR/limit-laws
8,30,1,coordinate systems,limits and continuity,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/r7868/limits-and-continuity
8,31,1,coordinate systems,the derivative as a limit,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/k0N5O/the-derivative-as-a-limit
8,32,1,coordinate systems,finding derivatives from first principles,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/X7LW7/finding-derivatives-from-first-principles
8,34,1,coordinate systems,differentials and applications part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/pbxLi/differentials-and-applications-part-1
8,35,1,coordinate systems,differentials and applications part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/RTRQ2/differentials-and-applications-part-2
8,36,0,coordinate systems,introduction to module 4,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/djq5C/introduction-to-module-4
8,38,1,coordinate systems,sign diagrams,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/mZV4W/sign-diagrams
8,41,1,coordinate systems,curve sketching,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/yNkJk/curve-sketching
8,42,1,coordinate systems,the chain rule,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/UO0Vw/the-chain-rule
8,45,1,coordinate systems,applications of the product rule,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/zqKnl/applications-of-the-product-rule
8,49,1,coordinate systems,the second derivative test,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/v1UcB/the-second-derivative-test
8,52,1,coordinate systems,areas bounded by curves,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/g5SNw/areas-bounded-by-curves
8,53,1,coordinate systems,riemann sums and definite integrals,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/naOHr/riemann-sums-and-definite-integrals
8,54,1,coordinate systems,the fundamental theorem of calculus and indefinite integrals,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/WX1hh/the-fundamental-theorem-of-calculus-and-indefinite-integrals
8,57,1,coordinate systems,integration by substitution part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/ATYjZ/integration-by-substitution-part-1
8,58,0,coordinate systems,integration by substitution part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/smxO5/integration-by-substitution-part-2
8,59,1,coordinate systems,odd and even functions part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/zrkmT/odd-and-even-functions-part-1
8,61,1,coordinate systems,the logistic function part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/KEUnf/the-logistic-function-part-1
8,62,1,coordinate systems,the logistic function part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/7MK92/the-logistic-function-part-2
8,63,1,coordinate systems,the escape velocity of a rocket,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/WBOa9/the-escape-velocity-of-a-rocket
9,11,0,distance and absolute value,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2
9,12,1,distance and absolute value,parabolas and quadratics,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/XI618/parabolas-and-quadratics
9,16,0,distance and absolute value,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions
9,21,1,distance and absolute value,sine cosine and tangent,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/ymKdB/sine-cosine-and-tangent
9,22,1,distance and absolute value,the unit circle and trigonometry,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/B27eO/the-unit-circle-and-trigonometry
9,24,0,distance and absolute value,introduction to module 3,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/K1zHY/introduction-to-module-3
9,25,1,distance and absolute value,slopes and average rates of change,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/MDrBm/slopes-and-average-rates-of-change
9,26,1,distance and absolute value,displacement velocity and acceleration,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/HTiQ8/displacement-velocity-and-acceleration
9,27,0,distance and absolute value,tangent lines and secants,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/se5Va/tangent-lines-and-secants
9,28,0,distance and absolute value,different kinds of limits,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/KVVev/different-kinds-of-limits
9,29,0,distance and absolute value,limit laws,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/OZvUR/limit-laws
9,30,0,distance and absolute value,limits and continuity,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/r7868/limits-and-continuity
9,31,0,distance and absolute value,the derivative as a limit,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/k0N5O/the-derivative-as-a-limit
9,34,1,distance and absolute value,differentials and applications part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/pbxLi/differentials-and-applications-part-1
9,35,1,distance and absolute value,differentials and applications part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/RTRQ2/differentials-and-applications-part-2
9,36,0,distance and absolute value,introduction to module 4,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/djq5C/introduction-to-module-4
9,41,1,distance and absolute value,curve sketching,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/yNkJk/curve-sketching
9,42,0,distance and absolute value,the chain rule,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/UO0Vw/the-chain-rule
9,49,0,distance and absolute value,the second derivative test,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/v1UcB/the-second-derivative-test
9,53,0,distance and absolute value,riemann sums and definite integrals,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/naOHr/riemann-sums-and-definite-integrals
9,57,0,distance and absolute value,integration by substitution part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/ATYjZ/integration-by-substitution-part-1
9,58,0,distance and absolute value,integration by substitution part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/smxO5/integration-by-substitution-part-2
9,59,0,distance and absolute value,odd and even functions part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/zrkmT/odd-and-even-functions-part-1
9,61,0,distance and absolute value,the logistic function part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/KEUnf/the-logistic-function-part-1
9,62,1,distance and absolute value,the logistic function part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/7MK92/the-logistic-function-part-2
9,63,1,distance and absolute value,the escape velocity of a rocket,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,https://www.coursera.org/learn/introduction-to-calculus/lecture/WBOa9/the-escape-velocity-of-a-rocket
10,11,0,lines and circles in the plane,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2
10,12,1,lines and circles in the plane,parabolas and quadratics,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/XI618/parabolas-and-quadratics
10,16,0,lines and circles in the plane,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions
10,22,1,lines and circles in the plane,the unit circle and trigonometry,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/B27eO/the-unit-circle-and-trigonometry
10,24,0,lines and circles in the plane,introduction to module 3,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/K1zHY/introduction-to-module-3
10,25,1,lines and circles in the plane,slopes and average rates of change,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/MDrBm/slopes-and-average-rates-of-change
10,26,0,lines and circles in the plane,displacement velocity and acceleration,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/HTiQ8/displacement-velocity-and-acceleration
10,27,1,lines and circles in the plane,tangent lines and secants,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/se5Va/tangent-lines-and-secants
10,28,1,lines and circles in the plane,different kinds of limits,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/KVVev/different-kinds-of-limits
10,29,0,lines and circles in the plane,limit laws,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/OZvUR/limit-laws
10,30,0,lines and circles in the plane,limits and continuity,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/r7868/limits-and-continuity
