视频A顺序,视频B顺序,投票结果,视频A标题,视频B标题,视频A网站,视频B网站
14,39,0,resizing arrays,elementary implementations,https://www.coursera.org/learn/algorithms-part1/lecture/WTFO7/resizing-arrays,https://www.coursera.org/learn/algorithms-part1/lecture/zkDUT/elementary-implementations
14,40,0,resizing arrays,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/WTFO7/resizing-arrays,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
14,41,0,resizing arrays,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/WTFO7/resizing-arrays,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
14,44,0,resizing arrays,search trees,https://www.coursera.org/learn/algorithms-part1/lecture/WTFO7/resizing-arrays,https://www.coursera.org/learn/algorithms-part1/lecture/wIUNW/2-3-search-trees
14,48,0,resizing arrays,line segment intersection,https://www.coursera.org/learn/algorithms-part1/lecture/WTFO7/resizing-arrays,https://www.coursera.org/learn/algorithms-part1/lecture/HeK99/line-segment-intersection
14,49,0,resizing arrays,kd trees,https://www.coursera.org/learn/algorithms-part1/lecture/WTFO7/resizing-arrays,https://www.coursera.org/learn/algorithms-part1/lecture/Yionu/kd-trees
14,51,0,resizing arrays,rectangle intersection,https://www.coursera.org/learn/algorithms-part1/lecture/WTFO7/resizing-arrays,https://www.coursera.org/learn/algorithms-part1/lecture/mNiwq/rectangle-intersection
14,52,0,resizing arrays,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/WTFO7/resizing-arrays,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
14,54,0,resizing arrays,linear probing,https://www.coursera.org/learn/algorithms-part1/lecture/WTFO7/resizing-arrays,https://www.coursera.org/learn/algorithms-part1/lecture/He696/linear-probing
14,56,0,resizing arrays,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/WTFO7/resizing-arrays,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
15,21,0,queues,insertion sort,https://www.coursera.org/learn/algorithms-part1/lecture/5vgrm/queues,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort
15,23,0,queues,shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/5vgrm/queues,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling
15,29,0,queues,stability,https://www.coursera.org/learn/algorithms-part1/lecture/5vgrm/queues,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability
15,40,0,queues,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/5vgrm/queues,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
15,41,1,queues,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/5vgrm/queues,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
15,52,1,queues,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/5vgrm/queues,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
15,56,0,queues,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/5vgrm/queues,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
16,18,0,generics,stack and queue applications optional,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/2Mbvz/stack-and-queue-applications-optional
16,20,abandon,generics,selection sort,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/VE0sv/selection-sort
16,21,abandon,generics,insertion sort,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort
16,22,abandon,generics,shellsort,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/zPYhF/shellsort
16,23,0,generics,shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling
16,24,0,generics,convex hull,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/KHJ1t/convex-hull
16,25,0,generics,mergesort,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/ARWDq/mergesort
16,27,0,generics,sorting complexity,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/xAltF/sorting-complexity
16,29,0,generics,stability,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability
16,30,0,generics,quicksort,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/vjvnC/quicksort
16,31,0,generics,selection,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/UQxFT/selection
16,32,0,generics,duplicate keys,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/XvjPd/duplicate-keys
16,34,1,generics,apis and elementary implementations,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/A3kA3/apis-and-elementary-implementations
16,35,0,generics,binary heaps,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/Uzwy6/binary-heaps
16,36,0,generics,heapsort,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/ZjoSM/heapsort
16,37,0,generics,event driven simulation optional,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/QVhGs/event-driven-simulation-optional
16,38,1,generics,symbol table api,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/7WFvG/symbol-table-api
16,39,0,generics,elementary implementations,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/zkDUT/elementary-implementations
16,40,0,generics,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
16,41,0,generics,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
16,42,0,generics,ordered operations in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/aJdPT/ordered-operations-in-bsts
16,43,0,generics,deletion in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts
16,44,0,generics,search trees,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/wIUNW/2-3-search-trees
16,46,0,generics,b trees optional,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional
16,47,0,generics,1d range search,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/wSISD/1d-range-search
16,48,0,generics,line segment intersection,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/HeK99/line-segment-intersection
16,49,0,generics,kd trees,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/Yionu/kd-trees
16,51,0,generics,rectangle intersection,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/mNiwq/rectangle-intersection
16,52,0,generics,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
16,54,0,generics,linear probing,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/He696/linear-probing
16,56,0,generics,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/0URQC/generics,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
17,20,1,iterators,selection sort,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/VE0sv/selection-sort
17,21,1,iterators,insertion sort,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort
17,22,1,iterators,shellsort,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/zPYhF/shellsort
17,23,1,iterators,shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling
17,24,1,iterators,convex hull,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/KHJ1t/convex-hull
17,25,1,iterators,mergesort,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/ARWDq/mergesort
17,27,0,iterators,sorting complexity,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/xAltF/sorting-complexity
17,29,0,iterators,stability,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability
17,30,1,iterators,quicksort,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/vjvnC/quicksort
17,31,0,iterators,selection,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/UQxFT/selection
17,32,0,iterators,duplicate keys,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/XvjPd/duplicate-keys
17,36,0,iterators,heapsort,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/ZjoSM/heapsort
17,37,1,iterators,event driven simulation optional,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/QVhGs/event-driven-simulation-optional
17,38,0,iterators,symbol table api,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/7WFvG/symbol-table-api
17,39,0,iterators,elementary implementations,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/zkDUT/elementary-implementations
17,40,0,iterators,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
17,41,1,iterators,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
17,44,1,iterators,search trees,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/wIUNW/2-3-search-trees
17,48,1,iterators,line segment intersection,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/HeK99/line-segment-intersection
17,49,1,iterators,kd trees,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/Yionu/kd-trees
17,51,1,iterators,rectangle intersection,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/mNiwq/rectangle-intersection
17,52,1,iterators,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
17,54,abandon,iterators,linear probing,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/He696/linear-probing
17,56,0,iterators,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/zGZE0/iterators,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
18,21,0,stack and queue applications optional,insertion sort,https://www.coursera.org/learn/algorithms-part1/lecture/2Mbvz/stack-and-queue-applications-optional,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort
18,23,0,stack and queue applications optional,shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/2Mbvz/stack-and-queue-applications-optional,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling
18,29,0,stack and queue applications optional,stability,https://www.coursera.org/learn/algorithms-part1/lecture/2Mbvz/stack-and-queue-applications-optional,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability
18,40,0,stack and queue applications optional,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/2Mbvz/stack-and-queue-applications-optional,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
18,41,0,stack and queue applications optional,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/2Mbvz/stack-and-queue-applications-optional,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
18,52,0,stack and queue applications optional,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/2Mbvz/stack-and-queue-applications-optional,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
18,56,0,stack and queue applications optional,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/2Mbvz/stack-and-queue-applications-optional,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
19,21,1,sorting introduction,insertion sort,https://www.coursera.org/learn/algorithms-part1/lecture/JHpgy/sorting-introduction,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort
19,29,1,sorting introduction,stability,https://www.coursera.org/learn/algorithms-part1/lecture/JHpgy/sorting-introduction,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability
19,40,0,sorting introduction,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/JHpgy/sorting-introduction,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
19,41,0,sorting introduction,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/JHpgy/sorting-introduction,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
19,43,0,sorting introduction,deletion in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/JHpgy/sorting-introduction,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts
19,46,0,sorting introduction,b trees optional,https://www.coursera.org/learn/algorithms-part1/lecture/JHpgy/sorting-introduction,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional
19,56,0,sorting introduction,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/JHpgy/sorting-introduction,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
20,23,abandon,selection sort,shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/VE0sv/selection-sort,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling
20,40,0,selection sort,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/VE0sv/selection-sort,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
20,41,0,selection sort,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/VE0sv/selection-sort,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
20,43,0,selection sort,deletion in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/VE0sv/selection-sort,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts
20,46,0,selection sort,b trees optional,https://www.coursera.org/learn/algorithms-part1/lecture/VE0sv/selection-sort,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional
20,52,0,selection sort,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/VE0sv/selection-sort,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
20,56,0,selection sort,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/VE0sv/selection-sort,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
21,22,1,insertion sort,shellsort,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/zPYhF/shellsort
21,23,1,insertion sort,shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling
21,24,1,insertion sort,convex hull,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/KHJ1t/convex-hull
21,25,1,insertion sort,mergesort,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/ARWDq/mergesort
21,27,0,insertion sort,sorting complexity,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/xAltF/sorting-complexity
21,28,0,insertion sort,comparators,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/9FYhS/comparators
21,30,1,insertion sort,quicksort,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/vjvnC/quicksort
21,31,0,insertion sort,selection,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/UQxFT/selection
21,32,0,insertion sort,duplicate keys,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/XvjPd/duplicate-keys
21,34,0,insertion sort,apis and elementary implementations,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/A3kA3/apis-and-elementary-implementations
21,35,0,insertion sort,binary heaps,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/Uzwy6/binary-heaps
21,36,1,insertion sort,heapsort,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/ZjoSM/heapsort
21,37,0,insertion sort,event driven simulation optional,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/QVhGs/event-driven-simulation-optional
21,38,0,insertion sort,symbol table api,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/7WFvG/symbol-table-api
21,39,0,insertion sort,elementary implementations,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/zkDUT/elementary-implementations
21,40,0,insertion sort,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
21,41,0,insertion sort,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
21,42,0,insertion sort,ordered operations in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/aJdPT/ordered-operations-in-bsts
21,43,0,insertion sort,deletion in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts
21,44,0,insertion sort,search trees,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/wIUNW/2-3-search-trees
21,46,0,insertion sort,b trees optional,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional
21,47,0,insertion sort,1d range search,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/wSISD/1d-range-search
21,48,0,insertion sort,line segment intersection,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/HeK99/line-segment-intersection
21,49,0,insertion sort,kd trees,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/Yionu/kd-trees
21,51,0,insertion sort,rectangle intersection,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/mNiwq/rectangle-intersection
21,52,0,insertion sort,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
21,54,0,insertion sort,linear probing,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/He696/linear-probing
21,56,0,insertion sort,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/1hYlN/insertion-sort,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
22,29,0,shellsort,stability,https://www.coursera.org/learn/algorithms-part1/lecture/zPYhF/shellsort,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability
22,40,0,shellsort,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/zPYhF/shellsort,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
22,41,0,shellsort,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/zPYhF/shellsort,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
22,43,0,shellsort,deletion in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/zPYhF/shellsort,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts
22,46,0,shellsort,b trees optional,https://www.coursera.org/learn/algorithms-part1/lecture/zPYhF/shellsort,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional
22,56,0,shellsort,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/zPYhF/shellsort,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
23,24,0,shuffling,convex hull,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/KHJ1t/convex-hull
23,25,0,shuffling,mergesort,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/ARWDq/mergesort
23,27,0,shuffling,sorting complexity,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/xAltF/sorting-complexity
23,28,0,shuffling,comparators,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/9FYhS/comparators
23,29,0,shuffling,stability,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability
23,30,0,shuffling,quicksort,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/vjvnC/quicksort
23,31,0,shuffling,selection,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/UQxFT/selection
23,32,0,shuffling,duplicate keys,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/XvjPd/duplicate-keys
23,34,0,shuffling,apis and elementary implementations,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/A3kA3/apis-and-elementary-implementations
23,35,0,shuffling,binary heaps,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/Uzwy6/binary-heaps
23,36,0,shuffling,heapsort,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/ZjoSM/heapsort
23,37,0,shuffling,event driven simulation optional,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/QVhGs/event-driven-simulation-optional
23,39,0,shuffling,elementary implementations,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/zkDUT/elementary-implementations
23,40,0,shuffling,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
23,41,0,shuffling,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
23,42,0,shuffling,ordered operations in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/aJdPT/ordered-operations-in-bsts
23,43,0,shuffling,deletion in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts
23,44,0,shuffling,search trees,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/wIUNW/2-3-search-trees
23,46,0,shuffling,b trees optional,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional
23,47,0,shuffling,1d range search,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/wSISD/1d-range-search
23,48,0,shuffling,line segment intersection,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/HeK99/line-segment-intersection
23,49,0,shuffling,kd trees,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/Yionu/kd-trees
23,51,0,shuffling,rectangle intersection,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/mNiwq/rectangle-intersection
23,54,0,shuffling,linear probing,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/He696/linear-probing
